"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.269453442E0,8.943174779E-2,7.630113363E-1,9.620642662E0
4.271938703E0,7.028916478E-2,8.132606149E-1,9.860223770E0
4.274424015E0,7.507480681E-2,8.539385796E-1,1.014496994E1
4.276909276E0,8.943174779E-2,8.970093727E-1,1.044676495E1
4.279394588E0,9.421738982E-2,9.161519408E-1,1.067886829E1
4.281879901E0,9.182456881E-2,9.783653617E-1,1.087986565E1
4.284365161E0,5.114658549E-2,9.759725332E-1,1.104526901E1
4.286850474E0,2.243271284E-2,1.014257669E0,1.114337540E1
4.289335734E0,-2.542374097E-2,9.975079298E-1,1.120080280E1
4.291821047E0,-5.653043464E-2,9.759725332E-1,1.114098263E1
4.294306307E0,-4.217349738E-2,9.640084505E-1,1.101177025E1
4.296791619E0,-3.260220960E-2,1.019043326E0,1.084875870E1
4.299276880E0,-3.020938672E-2,1.050150037E0,1.067886829E1
4.301762192E0,-3.499503061E-2,1.014257669E0,1.044915771E1
4.304247453E0,-3.978067636E-2,1.047757268E0,1.023589706E1
4.306732765E0,-5.653043464E-2,1.019043326E0,1.000139999E1
4.309218026E0,-6.849455088E-2,9.855438471E-1,9.778569221E0
4.311703338E0,-1.824527234E-2,9.855438471E-1,9.584750175E0
4.314188599E0,3.678964823E-2,9.424729943E-1,9.424430847E0
4.316673911E0,3.918246925E-2,9.329017401E-1,9.290432930E0
4.319159172E0,8.703892678E-2,8.778668046E-1,9.285647392E0
4.321644484E0,1.396810263E-1,7.845467329E-1,9.292825699E0
4.324129797E0,1.899302900E-1,6.888338327E-1,9.405288696E0
4.326615057E0,2.234298140E-1,6.146563292E-1,9.596714020E0
4.329100369E0,3.194418252E-1,5.380859971E-1,9.737891197E0
4.331585630E0,3.170489967E-1,4.564309120E-1,9.865009308E0
4.334070942E0,2.808575630E-1,4.253242314E-1,9.970293999E0
4.336556203E0,2.641077936E-1,4.253242314E-1,1.001575756E1
4.339041515E0,2.883351147E-1,4.923232496E-1,1.002054310E1
4.341526776E0,2.784647346E-1,5.739783049E-1,1.001815033E1
4.344012088E0,3.242274821E-1,6.553342938E-1,1.001336479E1
4.346497349E0,3.481557071E-1,7.319046259E-1,9.936794281E0
4.348982661E0,3.457628787E-1,8.108677864E-1,9.896116257E0
4.351467922E0,3.098705411E-1,8.922237158E-1,9.816853523E0
4.353953234E0,2.883351147E-1,9.831510186E-1,9.704391479E0
4.356438494E0,2.306082845E-1,1.047757268E0,9.587142944E0
4.358923807E0,2.258226424E-1,1.105484009E0,9.520144463E0
4.361409067E0,2.114657015E-1,1.105484009E0,9.436395645E0
4.363894380E0,1.755733639E-1,1.103091240E0,9.376574516E0
4.366379640E0,1.707877219E-1,1.093519926E0,9.357432365E0
4.368864953E0,1.277169138E-1,1.098305583E0,9.362217903E0
4.371350265E0,1.372881979E-1,1.052542806E0,9.388538361E0
4.373835526E0,1.013958603E-1,1.009472013E0,9.426823616E0
4.376320838E0,-8.673981763E-3,9.400802255E-1,9.429216385E0
4.378806099E0,-1.043868884E-1,8.132606149E-1,9.388538361E0
4.381291411E0,-1.402792335E-1,6.744768620E-1,9.355039597E0
4.383776672E0,-1.354935765E-1,5.189434290E-1,9.270991325E0
4.386261984E0,-5.653043464E-2,4.181457460E-1,9.170493126E0
4.388747244E0,7.507480681E-2,3.774677813E-1,9.048459053E0
4.391232557E0,2.330010980E-1,3.798605800E-1,8.919246674E0
4.393717817E0,3.170489967E-1,3.870390654E-1,8.749356270E0
4.396203130E0,3.840480447E-1,4.325026870E-1,8.600702286E0
4.398688390E0,4.247260094E-1,6.002993584E-1,8.742177963E0
4.401173703E0,7.405785918E-1,6.074778438E-1,8.727820396E0
4.403658963E0,9.562317729E-1,5.090730190E-1,8.598309517E0
4.406144276E0,9.107680917E-1,4.899304509E-1,8.701200485E0
4.408629588E0,7.908278704E-1,5.261218548E-1,8.785248756E0
4.411114849E0,6.664010882E-1,5.261218548E-1,8.888139725E0
4.413600161E0,5.371887088E-1,5.333003402E-1,9.062815666E0
4.416085422E0,4.677968323E-1,5.931209326E-1,9.225527763E0
4.418570734E0,4.677968323E-1,6.960122585E-1,9.395717621E0
4.421055994E0,4.989035130E-1,8.060821295E-1,9.505786896E0
4.423541307E0,5.036891699E-1,9.281160831E-1,9.596714020E0
4.426026567E0,5.730810165E-1,1.076471090E0,9.666106224E0
4.428511880E0,6.113662124E-1,1.220339537E0,9.737891197E0
4.430997140E0,6.951149702E-1,1.347159147E0,9.800104141E0
4.433482453E0,6.999006271E-1,1.438086390E0,9.888937950E0
4.435967713E0,6.831508875E-1,1.395015597E0,9.967901230E0
4.438453026E0,6.903293133E-1,1.284945726E0,1.000139999E1
4.440938286E0,6.927221417E-1,1.162911773E0,1.002772141E1
4.443423599E0,7.238288522E-1,1.093519926E0,1.004207802E1
4.445908911E0,7.286145091E-1,1.011864901E0,1.002772141E1
4.448394172E0,7.573283911E-1,9.927222729E-1,1.002054310E1
4.450879484E0,8.099704385E-1,9.711868763E-1,9.982257843E0
4.453364744E0,8.892326951E-1,9.807581902E-1,9.977472305E0
4.455850057E0,8.700901270E-1,1.059721351E0,9.991828918E0
4.458335317E0,8.291130662E-1,1.162911773E0,1.000857925E1
4.460820630E0,7.525427341E-1,1.296909928E0,1.004686451E1
4.463305890E0,7.190431952E-1,1.466800332E0,1.014018440E1
4.465791203E0,6.759724021E-1,1.605584025E0,1.027418232E1
4.468276463E0,6.281159520E-1,1.713560104E0,1.050658512E1
4.470761776E0,5.898307562E-1,1.828415632E0,1.075783157E1
4.473247036E0,5.156532526E-1,1.938485503E0,1.105484104E1
4.475732349E0,4.438686073E-1,2.053340912E0,1.133480072E1
4.478217661E0,4.223332107E-1,2.249851465E0,1.161505985E1
4.480702922E0,4.079762697E-1,2.398206472E0,1.184237862E1
4.483188234E0,3.840480447E-1,2.563311338E0,1.204337502E1
4.485673494E0,3.912265003E-1,2.697309256E0,1.215374470E1
4.488158755E0,4.175475538E-1,2.752344131E0,1.221117210E1
4.490644067E0,3.912265003E-1,2.783750057E0,1.222552872E1
4.493129380E0,3.290131092E-1,2.778964281E0,1.222074318E1
4.495614640E0,2.473580390E-1,2.757129908E0,1.218724346E1
4.498099953E0,1.779661775E-1,2.776571512E0,1.212263775E1
4.500585213E0,9.661021084E-2,2.855534792E0,1.207208920E1
4.503070526E0,-3.738785535E-2,2.905783892E0,1.195244789E1
4.505555786E0,-1.833500415E-1,3.003889799E0,1.176102257E1
4.508041099E0,-3.032902777E-1,3.073281527E0,1.159352493E1
4.510526359E0,-3.224328458E-1,3.185744286E0,1.139940739E1
4.513011672E0,-3.535395563E-1,3.305385351E0,1.121994495E1
4.515496932E0,-3.248256743E-1,3.473181963E0,1.115533924E1
4.517982244E0,-2.937189937E-1,3.588037491E0,1.112901783E1
4.520467505E0,-2.455634177E-1,3.733999729E0,1.111226845E1
4.522952817E0,-2.312064916E-1,3.863212109E0,1.116969585E1
4.525438130E0,-2.144567221E-1,3.990330935E0,1.122233772E1
4.527923390E0,-1.450648755E-1,4.098007679E0,1.128215885E1
4.530408703E0,-5.892325938E-2,4.165007114E0,1.140897846E1
4.532893963E0,1.764706708E-2,4.212863445E0,1.153609753E1
4.535379276E0,1.301097274E-1,4.310968876E0,1.171555901E1
4.537864536E0,2.330010980E-1,4.385146618E0,1.189980602E1
4.540349849E0,3.553341627E-1,4.430610180E0,1.207687473E1
4.542835109E0,4.510470629E-1,4.543372154E0,1.228056431E1
4.545320422E0,4.893322289E-1,4.627120972E0,1.253420353E1
4.547805682E0,5.347958803E-1,4.749154568E0,1.289103317E1
4.550290994E0,5.994020700E-1,4.835296154E0,1.328614807E1
4.552776255E0,6.759724021E-1,4.962115765E0,1.369771290E1
4.555261567E0,7.286145091E-1,5.074877739E0,1.400429344E1
4.557746880E0,7.022934556E-1,5.182554722E0,1.430818176E1
4.560232140E0,6.281159520E-1,5.242375374E0,1.463629818E1
4.562717453E0,5.419743061E-1,5.242375374E0,1.496202087E1
4.565202713E0,3.050848842E-1,5.302196026E0,1.515344715E1
4.567688026E0,8.225327730E-2,5.385944843E0,1.522762394E1
4.570173286E0,-1.043868884E-1,5.472086430E0,1.518694592E1
4.572658599E0,-2.120639086E-1,5.577669621E0,1.505055523E1
4.575143859E0,-2.647060156E-1,5.661418438E0,1.489980793E1
4.577629172E0,-2.120639086E-1,5.685346603E0,1.477986717E1
4.580114432E0,-2.144567221E-1,5.704489231E0,1.453340626E1
4.582599744E0,-3.200400174E-1,5.740381718E0,1.425793266E1
4.585085057E0,-3.607180119E-1,5.721239090E0,1.388465214E1
4.587570317E0,-3.726821244E-1,5.740381718E0,1.356850052E1
4.590055630E0,-2.718844712E-1,5.747560024E0,1.336989689E1
4.592540890E0,-1.450648755E-1,5.673382282E0,1.323589802E1
4.595026203E0,6.071787328E-2,5.618347645E0,1.308006573E1
4.597511463E0,2.883351147E-1,5.560620785E0,1.296999645E1
4.599996776E0,4.558327198E-1,5.529513836E0,1.293888950E1
4.602482036E0,5.874379873E-1,5.548656464E0,1.292453194E1
4.604967349E0,6.711867452E-1,5.563013554E0,1.290060425E1
4.607452609E0,7.238288522E-1,5.680561066E0,1.290778255E1
4.609937922E0,7.477570772E-1,5.840879917E0,1.299392414E1
4.612423182E0,7.597211599E-1,6.092126369E0,1.306810188E1
4.614908494E0,8.315058947E-1,6.353243351E0,1.313031483E1
4.617393755E0,9.299107194E-1,6.609275341E0,1.321436310E1
4.619879067E0,9.801599979E-1,6.896713257E0,1.333878994E1
4.622364380E0,1.030409217E0,7.202994347E0,1.348953724E1
4.624849640E0,1.075872898E0,7.480860710E0,1.366899967E1
4.627334953E0,1.121336460E0,7.796713352E0,1.389422417E1
4.629820213E0,1.104586720E0,8.074580193E0,1.415504169E1
4.632305526E0,1.066301584E0,8.282755852E0,1.440180111E1
4.634790786E0,1.073480010E0,8.464909554E0,1.461715508E1
4.637276099E0,1.118943691E0,8.563014984E0,1.479901028E1
4.639761359E0,1.157228827E0,8.634799957E0,1.494287872E1
4.642246672E0,1.248156071E0,8.625227928E0,1.502662754E1
4.644731932E0,1.279262781E0,8.625227928E0,1.511276913E1
4.647217244E0,1.296012521E0,8.534300804E0,1.517737484E1
4.649702557E0,1.303191066E0,8.481658936E0,1.514626789E1
4.652187817E0,1.279262781E0,8.424231529E0,1.506969833E1
4.654673078E0,1.231406331E0,8.383553505E0,1.506012630E1
4.657158390E0,1.128515005E0,8.364111900E0,1.508405495E1
4.659643703E0,1.102193952E0,8.335397720E0,1.511994743E1
4.662128963E0,1.056730270E0,8.282755852E0,1.520608902E1
4.664614276E0,9.921240807E-1,8.203792572E0,1.527787304E1
4.667099536E0,9.442676306E-1,8.115258217E0,1.526351643E1
4.669584849E0,8.964111805E-1,8.033902168E0,1.516301823E1
4.672070109E0,7.812566161E-1,7.959724426E0,1.501466274E1
4.674555422E0,7.046862841E-1,7.885547161E0,1.477747440E1
4.677040682E0,5.970092416E-1,7.801498890E0,1.447358608E1
4.679525994E0,5.132604837E-1,7.717750549E0,1.410718536E1
4.682011255E0,5.012963414E-1,7.634001732E0,1.374317646E1
4.684496567E0,4.534398913E-1,7.555038452E0,1.339143181E1
4.686981880E0,5.060819983E-1,7.480860710E0,1.306092358E1
4.689467140E0,5.252245665E-1,7.483253479E0,1.276660633E1
4.691952453E0,7.597211599E-1,7.322934628E0,1.247916794E1
4.694437713E0,8.988040090E-1,7.234101295E0,1.212263775E1
4.696923026E0,9.825528264E-1,7.114459991E0,1.177777195E1
4.699408286E0,1.020837903E0,6.925426960E0,1.147837067E1
4.701893599E0,1.028016448E0,6.753143787E0,1.114576817E1
4.704378859E0,1.028016448E0,6.578168392E0,1.073629570E1
4.706864172E0,1.001695395E0,6.403492451E0,1.032203865E1
4.709349484E0,9.394819736E-1,6.281458378E0,9.874580383E0
4.711834744E0,8.243274093E-1,6.185745716E0,9.498608589E0
4.714320057E0,7.381857634E-1,6.149853230E0,9.122636795E0
4.716805317E0,6.544370055E-1,6.116054535E0,8.723034859E0
4.719290630E0,5.994020700E-1,6.116054535E0,8.368597984E0
4.721775890E0,6.209374666E-1,6.207281113E0,8.097909927E0
4.724261203E0,6.735795736E-1,6.302993774E0,7.951947689E0
4.726746463E0,8.195417523E-1,6.410670757E0,7.863413334E0
4.729231776E0,9.658030272E-1,6.614060879E0,7.770093441E0
4.731717036E0,1.087836981E0,6.676274300E0,7.645666599E0
4.734202349E0,1.183549881E0,6.666703224E0,7.494619846E0
4.736687609E0,1.221835017E0,6.637989044E0,7.389335632E0
4.739172922E0,1.238584876E0,6.556632996E0,7.358228683E0
4.741658182E0,1.181157112E0,6.444170475E0,7.351050377E0
4.744143494E0,1.202692509E0,6.310172558E0,7.334300518E0
4.746628807E0,1.193121195E0,6.202495575E0,7.334300518E0
4.749114067E0,1.183549881E0,6.133103371E0,7.310372353E0
4.751599380E0,1.185942769E0,6.147460461E0,7.284051418E0
4.754084640E0,1.401296735E0,6.300601006E0,7.188338280E0
4.756569953E0,1.648056626E0,6.250351906E0,7.106982231E0
4.759055213E0,1.561915040E0,6.164210320E0,7.312765121E0
4.761540526E0,1.348654628E0,6.133103371E0,7.255337238E0
4.764025786E0,1.039980531E0,6.180960178E0,7.078268528E0
4.766511099E0,7.764709592E-1,6.190531254E0,6.922435760E0
4.768996359E0,5.443671346E-1,6.147460461E0,6.800402164E0
4.771481672E0,4.366901219E-1,6.049055576E0,6.635297298E0
4.773966984E0,3.553341627E-1,5.938985825E0,6.407680035E0
4.776452244E0,2.883351147E-1,5.778666496E0,6.206682682E0
4.778937557E0,1.923231184E-1,5.635097504E0,6.012864113E0
4.781422817E0,1.660020649E-1,5.500800133E0,5.835496426E0
4.783908130E0,1.181456149E-1,5.476871967E0,5.660820007E0
4.786393390E0,5.593222752E-2,5.440979481E0,5.488536835E0
4.788878703E0,-2.303091809E-2,5.500800133E0,5.347061157E0
4.791363963E0,-7.806584239E-2,5.587240696E0,5.244169712E0
4.793849276E0,-1.354935765E-1,5.651846886E0,5.155635357E0
4.796334588E0,-1.402792335E-1,5.709274769E0,5.093421936E0
4.798819849E0,-1.737787426E-1,5.757131100E0,4.968995094E0
4.801305161E0,-1.737787426E-1,5.783452511E0,4.837389946E0
4.803790422E0,-1.713859290E-1,5.809773445E0,4.650450706E0
4.806275734E0,-1.833500415E-1,5.840879917E0,4.528416634E0
4.808760994E0,-1.378864050E-1,5.838487148E0,4.425525665E0
4.811246307E0,-1.283151209E-1,5.893522263E0,4.401597023E0
4.813731567E0,-9.242277592E-2,5.941378593E0,4.454239368E0
4.816216880E0,-9.481559694E-2,6.001199245E0,4.552345276E0
4.818702140E0,-1.283151209E-1,6.084948063E0,4.681557655E0
4.821187453E0,-1.187438220E-1,6.168995857E0,4.858925343E0
4.823672713E0,-8.285148442E-2,6.293422699E0,4.964209557E0
4.826158026E0,1.525424421E-2,6.374778748E0,5.024030209E0
4.828643286E0,7.746763527E-2,6.444170475E0,4.947459698E0
4.831128599E0,1.396810263E-1,6.489634037E0,4.811069012E0
4.833613911E0,1.492523104E-1,6.489634037E0,4.664807796E0
4.836099172E0,1.564307809E-1,6.446563244E0,4.511667252E0
4.838584484E0,1.612164229E-1,6.350850582E0,4.353740692E0
4.841069744E0,1.396810263E-1,6.307779789E0,4.200301170E0
4.843555057E0,1.301097274E-1,6.262315750E0,4.085445404E0
4.846040317E0,1.444666684E-1,6.262315750E0,3.956233025E0
4.848525630E0,1.827518344E-1,6.295815468E0,3.810271025E0
4.851010890E0,1.420738399E-1,6.346064568E0,3.683451414E0
4.853496203E0,1.516451389E-1,6.405885220E0,3.587439299E0
4.855981515E0,1.420738399E-1,6.417849541E0,3.501297712E0
4.858466776E0,1.229312643E-1,6.436992168E0,3.508476257E0
4.860952088E0,7.507480681E-2,6.453741550E0,3.357728481E0
4.863437349E0,1.061815023E-1,6.492026806E0,3.336193085E0
4.865922661E0,8.703892678E-2,6.561419010E0,3.398406267E0
4.868407922E0,8.464609832E-2,6.671488762E0,3.522833109E0
4.870893234E0,2.721835673E-2,6.777071953E0,3.659224033E0
4.873378494E0,-1.345962752E-2,6.870391846E0,3.721736431E0
4.875863807E0,-1.345962752E-2,6.920641422E0,3.764807224E0
4.878349067E0,-4.217349738E-2,6.961319447E0,3.795913935E0
4.880834380E0,-3.499503061E-2,6.992425919E0,3.812663794E0
4.883319640E0,-8.045866340E-2,7.059424877E0,3.769593000E0
4.885804953E0,-1.235294715E-1,7.085746288E0,3.652045488E0
4.888290265E0,-1.211366430E-1,7.104888439E0,3.518047571E0
4.890775526E0,-1.019940674E-1,7.135995388E0,3.396013498E0
4.893260838E0,-1.259222925E-1,7.145566463E0,3.338585854E0
4.895746099E0,-1.235294715E-1,7.179066181E0,3.326621771E0
4.898231411E0,-1.522433460E-1,7.231708050E0,3.362514019E0
4.900716672E0,-1.522433460E-1,7.267899513E0,3.419941664E0
4.903201984E0,-1.570289880E-1,7.313363075E0,3.441477060E0
4.905687244E0,-1.307079345E-1,7.375576496E0,3.451048374E0
4.908172557E0,-8.763712645E-2,7.401897907E0,3.427120209E0
4.910657817E0,-5.653043464E-2,7.471289635E0,3.362514019E0
4.913143130E0,-3.888336709E-3,7.490432262E0,3.278765202E0
4.915628442E0,2.721835673E-2,7.545466900E0,3.159124136E0
4.918113703E0,6.789634377E-2,7.569395542E0,3.036791086E0
4.920599015E0,5.114658549E-2,7.655537128E0,2.926721096E0
4.923084276E0,3.918246925E-2,7.722536087E0,2.804687262E0
4.925569588E0,2.482553571E-2,7.748857021E0,2.651546478E0
4.928054849E0,-3.888336709E-3,7.816154957E0,2.541177750E0
4.930540161E0,-1.345962752E-2,7.859225750E0,2.459821701E0
4.933025422E0,-8.673981763E-3,7.854440212E0,2.433500528E0
4.935510734E0,4.157529399E-2,7.859225750E0,2.419143677E0
4.937996047E0,9.900303930E-2,7.847261906E0,2.392822742E0
4.940481307E0,1.133599728E-1,7.837690353E0,2.395215511E0
4.942966619E0,1.660020649E-1,7.842476368E0,2.373680115E0
4.945451880E0,1.803590059E-1,7.854440212E0,2.289931297E0
4.947937192E0,1.947159469E-1,7.875975609E0,2.182254314E0
4.950422453E0,1.995015889E-1,7.875975609E0,2.084148407E0
4.952907765E0,1.755733639E-1,7.923832417E0,1.995614052E0
4.955393026E0,1.851446480E-1,7.990831375E0,1.933101535E0
4.957878338E0,2.018944174E-1,8.026723862E0,1.870888233E0
4.960363599E0,2.066800594E-1,8.057829857E0,1.851745605E0
4.962848911E0,2.210369855E-1,8.148757935E0,1.901994944E0
4.965334172E0,2.090728730E-1,8.196614265E0,1.954637051E0
4.967819484E0,2.449652255E-1,8.256434441E0,2.007578135E0
4.970304797E0,2.641077936E-1,8.299505234E0,2.098505497E0
4.972790057E0,2.784647346E-1,8.349754333E0,2.175075769E0
4.975275369E0,3.361915946E-1,8.412266731E0,2.306680918E0
4.977760630E0,3.457628787E-1,8.467302322E0,2.447857618E0
4.980245942E0,3.577269912E-1,8.553443909E0,2.570190668E0
4.982731203E0,3.888336718E-1,8.601300240E0,2.728116989E0
4.985216515E0,4.175475538E-1,8.634799957E0,2.826222658E0
4.987701776E0,4.438686073E-1,8.653942108E0,2.912364244E0
4.990187088E0,4.606183469E-1,8.649156570E0,2.976970434E0
4.992672349E0,4.438686073E-1,8.663513184E0,3.048755169E0
4.995157661E0,4.558327198E-1,8.665905952E0,3.077469110E0
4.997642974E0,4.438686073E-1,8.668298721E0,3.113660574E0
5.000128234E0,4.677968323E-1,8.641978264E0,3.096611500E0
5.002613547E0,4.319044948E-1,8.567800522E0,3.058326483E0
5.005098807E0,4.223332107E-1,8.543871880E0,2.988934517E0
5.007584119E0,4.390829504E-1,8.541479111E0,2.898007393E0
5.010069380E0,4.438686073E-1,8.481658936E0,2.780759096E0
5.012554692E0,4.606183469E-1,8.479266167E0,2.646760941E0
5.015039953E0,4.869394004E-1,8.421838760E0,2.524427891E0
5.017525265E0,4.821537733E-1,8.407481194E0,2.423929453E0
5.020010526E0,5.467599630E-1,8.366504669E0,2.306680918E0
5.022495838E0,5.611169338E-1,8.371290207E0,2.165504456E0
5.024981151E0,6.041877270E-1,8.366504669E0,2.019542217E0
5.027466411E0,6.113662124E-1,8.376375198E0,1.842174292E0
5.029951724E0,5.443671346E-1,8.462516785E0,1.717747569E0
5.032436984E0,5.300102234E-1,8.546265602E0,1.643570065E0
5.034922297E0,5.300102234E-1,8.615656853E0,1.614856124E0
5.037407557E0,4.965106845E-1,8.653942108E0,1.612463355E0
5.039892869E0,4.486542344E-1,8.737690926E0,1.672283888E0
5.042378130E0,4.055834413E-1,8.780761719E0,1.789532185E0
5.044863442E0,4.031906128E-1,8.809475899E0,1.808674812E0
5.047348755E0,3.912265003E-1,8.883653641E0,1.820638895E0
5.049834015E0,3.601198196E-1,8.946166039E0,1.751247048E0
5.052319328E0,3.361915946E-1,8.953344345E0,1.708176255E0
5.054804588E0,2.784647346E-1,8.953344345E0,1.657927036E0
5.057289901E0,2.162513435E-1,8.941379547E0,1.600499272E0
5.059775161E0,1.660020649E-1,8.907581329E0,1.528714538E0
5.062260474E0,1.372881979E-1,8.893224716E0,1.507179141E0
5.064745734E0,1.564307809E-1,8.857332230E0,1.500000715E0
5.067231047E0,1.995015889E-1,8.866903305E0,1.466501236E0
5.069716307E0,2.258226424E-1,8.831010818E0,1.415952802E0
5.072201619E0,2.931207716E-1,8.864510536E0,1.363310695E0
5.074686932E0,3.266202807E-1,8.864510536E0,1.310668588E0
5.077172192E0,3.768695593E-1,8.890831947E0,1.308275819E0
5.079657505E0,4.366901219E-1,8.912366867E0,1.344168067E0
5.082142765E0,4.630111754E-1,8.929117203E0,1.415952802E0
5.084628078E0,5.204389095E-1,8.909974098E0,1.495215058E0
5.087113338E0,5.276173949E-1,8.902795792E0,1.598106384E0
5.089598651E0,5.300102234E-1,8.946166039E0,1.660319805E0
5.092083911E0,5.515456200E-1,8.984451294E0,1.648355722E0
5.094569224E0,5.395814776E-1,9.001200676E0,1.633998752E0
5.097054484E0,4.965106845E-1,9.056235313E0,1.617249012E0
5.099539797E0,5.228317380E-1,9.065806389E0,1.581356645E0
5.102025057E0,5.539384484E-1,9.101698875E0,1.547857165E0
5.104510369E0,6.041877270E-1,9.111269951E0,1.540678620E0
5.106995682E0,6.209374666E-1,9.118449211E0,1.523928881E0
5.109480942E0,6.161518097E-1,9.101698875E0,1.490429401E0
5.111966255E0,6.065805554E-1,9.113663673E0,1.401595831E0
5.114451515E0,5.659025311E-1,9.118449211E0,1.317847013E0
5.116936828E0,4.773681164E-1,9.151947975E0,1.207777262E0
5.119422088E0,4.414757788E-1,9.149555206E0,1.059422255E0
5.121907401E0,4.031906128E-1,9.149555206E0,9.182456732E-1
5.124392661E0,3.984049559E-1,9.130413055E0,7.791628838E-1
5.126877974E0,4.079762697E-1,9.128020287E0,6.116653085E-1
5.129363286E0,3.601198196E-1,9.137591362E0,4.537389874E-1
5.131848547E0,3.098705411E-1,9.125627518E0,2.931207716E-1
5.134333859E0,2.784647346E-1,9.128020287E0,1.351944804E-1
5.136819119E0,2.521436810E-1,9.082556725E0,1.076770201E-2
5.139304432E0,2.330010980E-1,9.070592880E0,-1.591227055E-1
5.141789692E0,1.731805354E-1,9.056235313E0,-2.476571500E-1
5.144275005E0,1.325025558E-1,9.056235313E0,-3.101696372E-1
5.146760265E0,1.468594968E-1,9.032307625E0,-3.436691463E-1
5.149245578E0,1.875374764E-1,9.046664238E0,-3.819543123E-1
5.151730838E0,2.473580390E-1,9.056235313E0,-4.322035909E-1
5.154216151E0,2.760719061E-1,9.032307625E0,-4.250251353E-1
5.156701463E0,2.521436810E-1,9.087342262E0,-2.838485837E-1
5.159186724E0,2.210369855E-1,9.116056442E0,-3.589233849E-3
5.161671984E0,3.433700502E-1,9.099306107E0,8.255238086E-2
5.164157297E0,5.395814776E-1,9.178269386E0,1.088734269E-1
5.166642609E0,5.970092416E-1,9.288339615E0,2.931207716E-1
5.169127869E0,6.424728632E-1,9.360123634E0,5.422734022E-1
5.171613182E0,7.166503668E-1,9.407979965E0,7.863413692E-1
5.174098442E0,8.027920127E-1,9.412766457E0,1.004387259E0
5.176583755E0,9.323035479E-1,9.362516403E0,1.135992527E0
5.179069015E0,1.004088163E0,9.372088432E0,1.241276741E0
5.181554328E0,1.008873820E0,9.379266739E0,1.308275819E0
5.184039588E0,1.011266708E0,9.345767021E0,1.339382529E0
5.186524901E0,9.370891452E-1,9.367302895E0,1.384846091E0
5.189010213E0,8.892326951E-1,9.364909172E0,1.423131227E0
5.191495474E0,8.027920127E-1,9.400801659E0,1.459322691E0
5.193980786E0,9.299107194E-1,9.424730301E0,1.430608869E0
5.196466047E0,9.442676306E-1,9.410373688E0,1.476072431E0
5.198951359E0,8.458628058E-1,9.393623352E0,1.461715579E0
5.201436619E0,7.070791125E-1,9.376873970E0,1.423131227E0
5.203921932E0,5.539384484E-1,9.367302895E0,1.368096352E0
5.206407192E0,4.749752879E-1,9.321838379E0,1.234098315E0
5.208892505E0,4.199403822E-1,9.329017639E0,1.102493048E0
5.211377765E0,3.912265003E-1,9.264410973E0,9.302098155E-1
5.213863078E0,3.433700502E-1,9.242876053E0,7.504490018E-1
5.216348390E0,3.218346536E-1,9.195018768E0,5.542375445E-1
5.218833651E0,3.218346536E-1,9.159127235E0,3.484548032E-1
5.221318963E0,2.832503915E-1,9.120841980E0,1.782652885E-1
5.223804224E0,2.545365095E-1,9.123234749E0,7.776673883E-2
5.226289536E0,2.306082845E-1,9.125627518E0,8.374879137E-3
5.228774797E0,1.971087605E-1,9.139984131E0,-5.623133108E-2
5.231260109E0,1.827518344E-1,9.211769104E0,-8.733802289E-2
5.233745369E0,1.540379524E-1,9.273982048E0,-4.905286431E-2
5.236230682E0,1.325025558E-1,9.352945328E0,8.015955985E-2
5.238715994E0,9.900303930E-2,9.419944763E0,2.548356056E-1
5.241201255E0,9.182456881E-2,9.482157707E0,4.202394783E-1
5.243686567E0,1.468594968E-1,9.501599312E0,4.680959284E-1
5.246171828E0,2.425723970E-1,9.467801094E0,5.111667514E-1
5.248657140E0,3.146561682E-1,9.424730301E0,5.039882660E-1
5.251142401E0,3.768695593E-1,9.388837814E0,4.872384965E-1
5.253627713E0,4.319044948E-1,9.314660072E0,4.633102715E-1
5.256112974E0,4.701896608E-1,9.245268822E0,4.345964193E-1
5.258598286E0,5.036891699E-1,9.192625999E0,3.891327679E-1
5.261083547E0,5.563312769E-1,9.128020287E0,3.197409213E-1
5.263568859E0,5.228317380E-1,9.099306107E0,2.285145670E-1
5.266054119E0,5.419743061E-1,9.096913338E0,7.298108935E-2
5.268539432E0,4.797609448E-1,9.072985649E0,-1.160518974E-1
5.271024744E0,4.677968323E-1,9.099306107E0,-3.077768087E-1
5.273510005E0,4.055834413E-1,9.135198593E0,-4.968098104E-1
5.275995317E0,3.337987661E-1,9.175876617E0,-6.643074155E-1
5.278480578E0,2.808575630E-1,9.250054359E0,-7.815557122E-1
5.280965890E0,2.425723970E-1,9.262018204E0,-8.823533654E-1
5.283451151E0,1.995015889E-1,9.259625435E0,-9.278169870E-1
5.285936463E0,2.114657015E-1,9.257232666E0,-9.134600163E-1
5.288421724E0,2.425723970E-1,9.218947411E0,-8.679963946E-1
5.290907036E0,2.377867550E-1,9.235696793E0,-7.935197949E-1
5.293392349E0,2.641077936E-1,9.242876053E0,-7.073782086E-1
5.295877609E0,2.760719061E-1,9.235696793E0,-6.044868231E-1
5.298362922E0,2.808575630E-1,9.250054359E0,-5.374878049E-1
5.300848182E0,2.907279432E-1,9.293125153E0,-5.039882660E-1
5.303333494E0,3.170489967E-1,9.321838379E0,-4.537389874E-1
