"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.025242661E0,1.037886813E-1,-1.256231871E-2,9.790533066E0
2.027727922E0,1.253240854E-1,-2.991028363E-3,9.795318604E0
2.030213234E0,9.182456881E-2,-5.982056609E-4,9.797711372E0
2.032698494E0,1.157527938E-1,-2.691925503E-2,9.788140297E0
2.035183755E0,1.157527938E-1,-1.495514158E-2,9.792925835E0
2.037669067E0,9.900303930E-2,-2.213360928E-2,9.792925835E0
2.040154328E0,9.900303930E-2,-2.931207791E-2,9.797711372E0
2.042639588E0,1.157527938E-1,-3.888336942E-2,9.809675217E0
2.045124901E0,1.229312643E-1,-1.495514158E-2,9.812067986E0
2.047610161E0,1.133599728E-1,-3.170489892E-2,9.771389961E0
2.050095422E0,1.181456149E-1,-3.888336942E-2,9.780961990E0
2.052580734E0,1.444666684E-1,-4.875376076E-2,9.783354759E0
2.055065994E0,1.348953694E-1,-3.170489892E-2,9.778569221E0
2.057551255E0,1.205384433E-1,-2.213360928E-2,9.785747528E0
2.060036567E0,1.205384433E-1,-3.170489892E-2,9.776176453E0
2.062521828E0,1.325025558E-1,-4.127619043E-2,9.780961990E0
2.065007088E0,1.348953694E-1,-2.213360928E-2,9.804889679E0
2.067492401E0,1.301097274E-1,-4.396811500E-2,9.766604424E0
2.069977661E0,1.133599728E-1,-2.452643216E-2,9.792925835E0
2.072462922E0,1.085743308E-1,-5.593222752E-2,9.790533066E0
2.074948234E0,1.205384433E-1,-5.353940651E-2,9.795318604E0
2.077433494E0,1.205384433E-1,-4.127619043E-2,9.788140297E0
2.079918755E0,1.396810263E-1,-5.114658549E-2,9.795318604E0
2.082404067E0,1.444666684E-1,-5.383851007E-3,9.788140297E0
2.084889328E0,9.661021084E-2,-1.495514158E-2,9.776176453E0
2.087374588E0,1.372881979E-1,-2.452643216E-2,9.804889679E0
2.089859901E0,1.325025558E-1,-1.734796353E-2,9.792925835E0
2.092345161E0,1.229312643E-1,-2.931207791E-2,9.776176453E0
2.094830422E0,1.396810263E-1,-7.776673418E-3,9.795318604E0
2.097315734E0,1.085743308E-1,-2.691925503E-2,9.792925835E0
2.099800994E0,1.181456149E-1,-2.452643216E-2,9.778569221E0
2.102286255E0,9.661021084E-2,-7.776673418E-3,9.792925835E0
2.104771567E0,9.421738982E-2,-5.383851007E-3,9.788140297E0
2.107256828E0,1.037886813E-1,-1.016949583E-2,9.790533066E0
2.109742088E0,1.037886813E-1,-5.383851007E-3,9.783354759E0
2.112227401E0,1.133599728E-1,-1.495514158E-2,9.802496910E0
2.114712661E0,1.133599728E-1,-3.170489892E-2,9.797711372E0
2.117197922E0,1.085743308E-1,-7.776673418E-3,9.790533066E0
2.119683234E0,1.013958603E-1,-7.776673418E-3,9.797711372E0
2.122168494E0,1.109671518E-1,-4.127619043E-2,9.792925835E0
2.124653755E0,9.900303930E-2,-4.127619043E-2,9.792925835E0
2.127139067E0,8.943174779E-2,-1.974078640E-2,9.797711372E0
2.129624328E0,1.133599728E-1,-2.452643216E-2,9.790533066E0
2.132109588E0,1.181456149E-1,-1.016949583E-2,9.807282448E0
2.134594901E0,1.229312643E-1,-2.691925503E-2,9.804889679E0
2.137080161E0,1.348953694E-1,-3.649054468E-2,9.788140297E0
2.139565422E0,9.421738982E-2,-2.213360928E-2,9.790533066E0
2.142050734E0,1.109671518E-1,-1.256231871E-2,9.785747528E0
2.144535994E0,1.277169138E-1,-2.213360928E-2,9.797711372E0
2.147021255E0,1.181456149E-1,-1.974078640E-2,9.797711372E0
2.149506567E0,1.396810263E-1,-2.452643216E-2,9.792925835E0
2.151991828E0,1.444666684E-1,-3.888336942E-2,9.804889679E0
2.154477140E0,1.013958603E-1,-3.888336942E-2,9.778569221E0
2.156962401E0,1.109671518E-1,-1.974078640E-2,9.812067986E0
2.159447661E0,1.181456149E-1,-2.452643216E-2,9.792925835E0
2.161932974E0,1.396810263E-1,-5.383851007E-3,9.785747528E0
2.164418234E0,1.444666684E-1,-1.256231871E-2,9.785747528E0
2.166903494E0,1.348953694E-1,-2.452643216E-2,9.785747528E0
2.169388807E0,1.372881979E-1,-3.888336942E-2,9.780961990E0
2.171874067E0,1.277169138E-1,-1.734796353E-2,9.804889679E0
2.174359328E0,1.301097274E-1,-1.974078640E-2,9.792925835E0
2.176844640E0,1.181456149E-1,-2.691925503E-2,9.797711372E0
2.179329901E0,1.085743308E-1,-1.734796353E-2,9.785747528E0
2.181815161E0,1.109671518E-1,-3.888336942E-2,9.778569221E0
2.184300474E0,1.157527938E-1,-4.396811500E-2,9.797711372E0
2.186785734E0,1.229312643E-1,-5.353940651E-2,9.792925835E0
2.189270994E0,1.109671518E-1,-2.452643216E-2,9.800104141E0
2.191756307E0,1.277169138E-1,-7.776673418E-3,9.809675217E0
2.194241567E0,1.205384433E-1,-3.649054468E-2,9.795318604E0
2.196726828E0,1.372881979E-1,-1.016949583E-2,9.783354759E0
2.199212140E0,8.703892678E-2,8.973085321E-3,9.790533066E0
2.201697401E0,1.205384433E-1,-2.931207791E-2,9.780961990E0
2.204182713E0,9.661021084E-2,-2.931207791E-2,9.802496910E0
2.206667974E0,1.013958603E-1,-3.649054468E-2,9.790533066E0
2.209153234E0,1.205384433E-1,-3.649054468E-2,9.802496910E0
2.211638547E0,1.109671518E-1,-7.776673418E-3,9.783354759E0
2.214123807E0,1.157527938E-1,-2.931207791E-2,9.797711372E0
2.216609067E0,1.181456149E-1,-1.974078640E-2,9.795318604E0
2.219094380E0,1.085743308E-1,-4.127619043E-2,9.795318604E0
2.221579640E0,8.943174779E-2,-2.931207791E-2,9.797711372E0
2.224064901E0,1.133599728E-1,-1.734796353E-2,9.792925835E0
2.226550213E0,1.229312643E-1,-5.982056609E-4,9.797711372E0
2.229035474E0,1.037886813E-1,-4.396811500E-2,9.804889679E0
2.231520734E0,1.229312643E-1,-1.495514158E-2,9.788140297E0
2.234006047E0,1.205384433E-1,-2.691925503E-2,9.788140297E0
2.236491307E0,8.943174779E-2,-1.734796353E-2,9.788140297E0
2.238976567E0,1.061815023E-1,-1.495514158E-2,9.785747528E0
2.241461880E0,1.325025558E-1,-1.734796353E-2,9.790533066E0
2.243947140E0,1.516451389E-1,-3.649054468E-2,9.788140297E0
2.246432453E0,1.396810263E-1,-3.170489892E-2,9.785747528E0
2.248917713E0,1.253240854E-1,-2.691925503E-2,9.797711372E0
2.251402974E0,1.109671518E-1,-1.974078640E-2,9.795318604E0
2.253888286E0,1.157527938E-1,-1.495514158E-2,9.790533066E0
2.256373547E0,1.205384433E-1,-1.734796353E-2,9.802496910E0
2.258858807E0,1.348953694E-1,-2.452643216E-2,9.797711372E0
2.261344119E0,9.182456881E-2,-3.888336942E-2,9.790533066E0
2.263829380E0,1.205384433E-1,-1.495514158E-2,9.797711372E0
2.266314640E0,8.464609832E-2,-2.213360928E-2,9.773782730E0
2.268799953E0,1.205384433E-1,-2.991028363E-3,9.797711372E0
2.271285213E0,1.277169138E-1,-1.495514158E-2,9.790533066E0
2.273770474E0,1.037886813E-1,-4.127619043E-2,9.790533066E0
2.276255786E0,1.037886813E-1,-4.127619043E-2,9.785747528E0
2.278741047E0,1.013958603E-1,-3.170489892E-2,9.788140297E0
2.281226359E0,1.301097274E-1,1.794616925E-3,9.785747528E0
2.283711619E0,1.301097274E-1,-4.127619043E-2,9.785747528E0
2.286196880E0,1.229312643E-1,-2.931207791E-2,9.795318604E0
2.288682192E0,8.703892678E-2,-7.776673418E-3,9.783354759E0
2.291167453E0,1.061815023E-1,6.580262445E-3,9.800104141E0
2.293652713E0,1.037886813E-1,-2.213360928E-2,9.790533066E0
2.296138026E0,1.061815023E-1,-4.127619043E-2,9.783354759E0
2.298623286E0,1.037886813E-1,-3.409772366E-2,9.795318604E0
2.301108547E0,1.157527938E-1,-3.409772366E-2,9.780961990E0
2.303593859E0,1.133599728E-1,-2.452643216E-2,9.797711372E0
2.306079119E0,1.325025558E-1,-2.213360928E-2,9.792925835E0
2.308564432E0,1.133599728E-1,-1.256231871E-2,9.802496910E0
2.311049692E0,1.253240854E-1,-1.016949583E-2,9.780961990E0
2.313534953E0,1.157527938E-1,-3.649054468E-2,9.785747528E0
2.316020265E0,1.061815023E-1,-3.170489892E-2,9.780961990E0
2.318505526E0,1.253240854E-1,-1.256231871E-2,9.812067986E0
2.320990786E0,1.253240854E-1,-3.170489892E-2,9.780961990E0
2.323476099E0,1.109671518E-1,-3.409772366E-2,9.809675217E0
2.325961359E0,1.157527938E-1,-2.931207791E-2,9.800104141E0
2.328446619E0,1.109671518E-1,-4.127619043E-2,9.802496910E0
2.330931932E0,1.157527938E-1,-1.495514158E-2,9.800104141E0
2.333417192E0,1.085743308E-1,-1.974078640E-2,9.790533066E0
2.335902453E0,1.420738399E-1,-2.213360928E-2,9.773782730E0
2.338387765E0,1.229312643E-1,-1.974078640E-2,9.792925835E0
2.340873026E0,1.253240854E-1,-2.691925503E-2,9.795318604E0
2.343358338E0,1.301097274E-1,-1.256231871E-2,9.790533066E0
2.345843599E0,9.900303930E-2,6.580262445E-3,9.785747528E0
2.348328859E0,1.085743308E-1,-7.776673418E-3,9.802496910E0
2.350814172E0,1.229312643E-1,-2.931207791E-2,9.788140297E0
2.353299432E0,1.061815023E-1,-3.649054468E-2,9.788140297E0
2.355784692E0,1.085743308E-1,-2.213360928E-2,9.788140297E0
2.358270005E0,1.157527938E-1,-1.734796353E-2,9.797711372E0
2.360755265E0,1.229312643E-1,-1.734796353E-2,9.788140297E0
2.363240526E0,1.205384433E-1,-2.691925503E-2,9.792925835E0
2.365725838E0,1.133599728E-1,-1.974078640E-2,9.790533066E0
2.368211099E0,1.109671518E-1,-3.409772366E-2,9.797711372E0
2.370696411E0,1.181456149E-1,-5.383851007E-3,9.790533066E0
2.373181672E0,1.301097274E-1,-2.213360928E-2,9.807282448E0
2.375666932E0,1.396810263E-1,-2.452643216E-2,9.788140297E0
2.378152244E0,1.325025558E-1,-5.383851007E-3,9.778569221E0
2.380637505E0,1.301097274E-1,-2.991028363E-3,9.790533066E0
2.383122765E0,1.181456149E-1,-7.776673418E-3,9.792925835E0
2.385608078E0,1.109671518E-1,-5.383851007E-3,9.771389961E0
2.388093338E0,1.085743308E-1,-2.991028363E-3,9.790533066E0
2.390578651E0,1.181456149E-1,-1.016949583E-2,9.778569221E0
2.393063911E0,1.205384433E-1,-3.409772366E-2,9.804889679E0
2.395549172E0,9.421738982E-2,-2.213360928E-2,9.792925835E0
2.398034484E0,1.253240854E-1,-5.383851007E-3,9.785747528E0
2.400519744E0,1.181456149E-1,-3.170489892E-2,9.785747528E0
2.403005005E0,1.061815023E-1,-1.495514158E-2,9.790533066E0
2.405490317E0,1.061815023E-1,-1.974078640E-2,9.788140297E0
2.407975578E0,1.157527938E-1,-1.974078640E-2,9.790533066E0
2.410460890E0,1.037886813E-1,-2.691925503E-2,9.788140297E0
2.412946151E0,1.253240854E-1,-2.452643216E-2,9.797711372E0
2.415431411E0,1.348953694E-1,-1.974078640E-2,9.804889679E0
2.417916724E0,1.301097274E-1,-2.452643216E-2,9.788140297E0
2.420401984E0,1.301097274E-1,-5.383851007E-3,9.795318604E0
2.422887244E0,1.181456149E-1,-2.213360928E-2,9.792925835E0
2.425372557E0,1.396810263E-1,-5.593222752E-2,9.785747528E0
2.427857817E0,1.229312643E-1,-2.213360928E-2,9.792925835E0
2.430343078E0,1.253240854E-1,-1.974078640E-2,9.790533066E0
2.432828390E0,1.133599728E-1,-3.888336942E-2,9.790533066E0
2.435313651E0,1.181456149E-1,-4.127619043E-2,9.780961990E0
2.437798963E0,1.085743308E-1,-2.691925503E-2,9.807282448E0
2.440284224E0,1.037886813E-1,-3.170489892E-2,9.792925835E0
2.442769484E0,9.900303930E-2,-2.691925503E-2,9.797711372E0
2.445254797E0,1.277169138E-1,-2.452643216E-2,9.783354759E0
2.447740057E0,1.133599728E-1,-1.256231871E-2,9.795318604E0
2.450225317E0,1.325025558E-1,-2.691925503E-2,9.795318604E0
2.452710630E0,1.301097274E-1,-2.213360928E-2,9.804889679E0
2.455195890E0,1.372881979E-1,-2.452643216E-2,9.802496910E0
2.457681203E0,1.181456149E-1,-1.974078640E-2,9.788140297E0
2.460166463E0,9.900303930E-2,-7.776673418E-3,9.790533066E0
2.462651724E0,1.109671518E-1,-5.383851007E-3,9.800104141E0
2.465137036E0,1.181456149E-1,-1.495514158E-2,9.795318604E0
2.467622297E0,1.133599728E-1,-2.931207791E-2,9.795318604E0
2.470107609E0,1.420738399E-1,-3.409772366E-2,9.778569221E0
2.472592869E0,9.900303930E-2,-2.691925503E-2,9.792925835E0
2.475078130E0,1.037886813E-1,-1.495514158E-2,9.792925835E0
2.477563442E0,9.900303930E-2,-5.383851007E-3,9.790533066E0
2.480048703E0,1.061815023E-1,-2.991028363E-3,9.797711372E0
2.482533963E0,1.229312643E-1,-2.452643216E-2,9.795318604E0
2.485019276E0,1.253240854E-1,-4.396811500E-2,9.780961990E0
2.487504536E0,9.182456881E-2,-4.636093974E-2,9.816853523E0
2.489989849E0,1.253240854E-1,-1.974078640E-2,9.771389961E0
2.492475109E0,1.277169138E-1,-1.016949583E-2,9.802496910E0
2.494960369E0,1.325025558E-1,-7.776673418E-3,9.792925835E0
2.497445682E0,1.205384433E-1,-2.452643216E-2,9.790533066E0
2.499930942E0,1.085743308E-1,-1.256231871E-2,9.797711372E0
2.502416203E0,1.301097274E-1,-1.256231871E-2,9.797711372E0
2.504901515E0,1.229312643E-1,-3.888336942E-2,9.790533066E0
2.507386776E0,1.181456149E-1,-3.170489892E-2,9.773782730E0
2.509872088E0,1.229312643E-1,-1.974078640E-2,9.790533066E0
2.512357349E0,1.085743308E-1,-1.256231871E-2,9.771389961E0
2.514842609E0,1.348953694E-1,-1.974078640E-2,9.790533066E0
2.517327922E0,1.229312643E-1,-3.170489892E-2,9.778569221E0
2.519813182E0,9.900303930E-2,-3.170489892E-2,9.792925835E0
2.522298494E0,1.444666684E-1,-3.170489892E-2,9.792925835E0
2.524783755E0,1.205384433E-1,-2.452643216E-2,9.740283966E0
2.527269015E0,9.661021084E-2,1.794616925E-3,9.694820404E0
2.529754328E0,1.133599728E-1,-2.991028363E-3,9.673284531E0
2.532239588E0,9.182456881E-2,6.580262445E-3,9.706784248E0
2.534724849E0,9.182456881E-2,4.187439568E-3,9.740283966E0
2.537210161E0,8.943174779E-2,-1.734796353E-2,9.800104141E0
2.539695422E0,9.900303930E-2,-1.495514158E-2,9.860223770E0
2.542180734E0,1.325025558E-1,-5.832505226E-2,9.881759644E0
2.544665994E0,1.444666684E-1,-4.875376076E-2,9.900901794E0
2.547151255E0,1.396810263E-1,-5.832505226E-2,9.898509026E0
2.549636567E0,1.660020649E-1,-4.636093974E-2,9.872187614E0
2.552121828E0,1.516451389E-1,-2.931207791E-2,9.800104141E0
2.554607140E0,1.660020649E-1,-4.396811500E-2,9.742676735E0
2.557092401E0,1.683948934E-1,-4.396811500E-2,9.730711937E0
2.559577661E0,1.325025558E-1,-1.734796353E-2,9.721140862E0
2.562062974E0,1.325025558E-1,-2.931207791E-2,9.711569786E0
2.564548234E0,1.157527938E-1,-5.383851007E-3,9.757033348E0
2.567033494E0,1.229312643E-1,-2.213360928E-2,9.776176453E0
2.569518807E0,1.372881979E-1,-2.691925503E-2,9.809675217E0
2.572004067E0,1.253240854E-1,-2.452643216E-2,9.828818321E0
2.574489380E0,9.661021084E-2,-5.383851007E-3,9.831211090E0
2.576974640E0,1.229312643E-1,-2.931207791E-2,9.865009308E0
2.579459901E0,1.181456149E-1,-3.170489892E-2,9.833603859E0
2.581945213E0,1.157527938E-1,-2.452643216E-2,9.814460754E0
2.584430474E0,1.157527938E-1,-1.256231871E-2,9.840782166E0
2.586915786E0,1.301097274E-1,-4.636093974E-2,9.809675217E0
2.589401047E0,1.133599728E-1,-5.353940651E-2,9.795318604E0
2.591886307E0,1.396810263E-1,-2.452643216E-2,9.778569221E0
2.594371619E0,9.900303930E-2,-2.691925503E-2,9.795318604E0
2.596856880E0,1.133599728E-1,-2.213360928E-2,9.795318604E0
2.599342140E0,1.396810263E-1,-4.396811500E-2,9.807282448E0
2.601827453E0,1.181456149E-1,-3.170489892E-2,9.792925835E0
2.604312713E0,1.205384433E-1,-4.127619043E-2,9.804889679E0
2.606798026E0,1.181456149E-1,-4.127619043E-2,9.802496910E0
2.609283286E0,1.301097274E-1,-4.636093974E-2,9.792925835E0
2.611768547E0,1.205384433E-1,-2.931207791E-2,9.768997192E0
2.614253859E0,1.133599728E-1,-1.016949583E-2,9.776176453E0
2.616739119E0,1.085743308E-1,-7.776673418E-3,9.771389961E0
2.619224432E0,9.182456881E-2,-2.213360928E-2,9.773782730E0
2.621709692E0,1.181456149E-1,-2.213360928E-2,9.795318604E0
2.624194953E0,1.253240854E-1,-2.691925503E-2,9.804889679E0
2.626680265E0,1.253240854E-1,-1.495514158E-2,9.814460754E0
2.629165526E0,1.372881979E-1,-3.888336942E-2,9.807282448E0
2.631650838E0,1.372881979E-1,-1.974078640E-2,9.776176453E0
2.634136099E0,1.325025558E-1,-2.213360928E-2,9.742676735E0
2.636621359E0,1.205384433E-1,-5.383851007E-3,9.749855042E0
2.639106672E0,1.013958603E-1,-7.776673418E-3,9.766604424E0
2.641591932E0,8.703892678E-2,1.136590727E-2,9.776176453E0
2.644077244E0,4.636093974E-2,1.794616925E-3,9.819247246E0
2.646562505E0,5.114658549E-2,-5.383851007E-3,9.855438232E0
2.649047765E0,-1.450648755E-1,8.554340899E-2,9.915258408E0
2.651533078E0,1.468594968E-1,-6.550352275E-2,1.000857925E1
2.654018338E0,2.234298140E-1,-7.986045629E-2,9.939187050E0
2.656503599E0,-4.935196787E-2,4.247260094E-2,9.778569221E0
2.658988911E0,2.114657015E-1,-3.888336942E-2,9.711569786E0
2.661474172E0,1.420738399E-1,-2.691925503E-2,9.634999275E0
2.663959484E0,6.311069429E-2,2.093719877E-2,9.639784813E0
2.666444744E0,1.612164229E-1,-1.974078640E-2,9.678070068E0
2.668930005E0,9.661021084E-2,-7.776673418E-3,9.721140862E0
2.671415317E0,4.396811500E-2,-7.776673418E-3,9.771389961E0
2.673900578E0,1.229312643E-1,-2.931207791E-2,9.814460754E0
2.676385890E0,9.182456881E-2,-2.931207791E-2,9.862616539E0
2.678871151E0,1.109671518E-1,-1.734796353E-2,9.867402077E0
2.681356411E0,1.133599728E-1,-4.636093974E-2,9.840782166E0
2.683841724E0,1.205384433E-1,-3.409772366E-2,9.807282448E0
2.686326984E0,1.229312643E-1,-1.734796353E-2,9.792925835E0
2.688812297E0,1.253240854E-1,-5.383851007E-3,9.761818886E0
2.691297557E0,1.516451389E-1,-2.691925503E-2,9.747462273E0
2.693782817E0,1.444666684E-1,-4.636093974E-2,9.778569221E0
2.696268130E0,1.516451389E-1,-3.409772366E-2,9.778569221E0
2.698753390E0,1.301097274E-1,-4.396811500E-2,9.816853523E0
2.701238703E0,1.013958603E-1,-3.888336942E-2,9.835996628E0
2.703723963E0,1.133599728E-1,-1.734796353E-2,9.833603859E0
2.706209224E0,9.900303930E-2,-4.127619043E-2,9.809675217E0
2.708694536E0,1.277169138E-1,-2.452643216E-2,9.788140297E0
2.711179797E0,1.109671518E-1,-2.213360928E-2,9.761818886E0
2.713665109E0,1.157527938E-1,-1.495514158E-2,9.768997192E0
2.716150369E0,1.157527938E-1,6.580262445E-3,9.773782730E0
2.718635630E0,1.325025558E-1,-1.495514158E-2,9.783354759E0
2.721120942E0,1.157527938E-1,-1.256231871E-2,9.783354759E0
2.723606203E0,1.109671518E-1,-3.170489892E-2,9.816853523E0
2.726091515E0,1.037886813E-1,-2.452643216E-2,9.835996628E0
2.728576776E0,1.205384433E-1,-2.691925503E-2,9.848259926E0
2.731062036E0,1.420738399E-1,-2.931207791E-2,9.824032784E0
2.733547349E0,1.301097274E-1,-1.974078640E-2,9.795318604E0
2.736032609E0,1.181456149E-1,-5.383851007E-3,9.790533066E0
2.738517922E0,1.444666684E-1,-3.888336942E-2,9.764211655E0
2.741003182E0,1.181456149E-1,-2.991028363E-3,9.721140862E0
2.743488442E0,5.353940651E-2,-1.016949583E-2,9.711569786E0
2.745973755E0,9.421738982E-2,-1.016949583E-2,9.745069504E0
2.748459015E0,8.464609832E-2,-2.991028363E-3,9.795318604E0
2.750944328E0,8.943174779E-2,-1.734796353E-2,9.833603859E0
2.753429588E0,9.421738982E-2,-5.982056609E-4,9.872187614E0
2.755914849E0,1.061815023E-1,-1.256231871E-2,9.886545181E0
2.758400161E0,1.133599728E-1,-1.256231871E-2,9.862616539E0
2.760885422E0,1.205384433E-1,-1.734796353E-2,9.853045464E0
2.763370734E0,1.396810263E-1,-5.353940651E-2,9.848259926E0
2.765855994E0,1.229312643E-1,-4.396811500E-2,9.835996628E0
2.768341255E0,1.420738399E-1,-2.691925503E-2,9.807282448E0
2.770826567E0,1.348953694E-1,-3.649054468E-2,9.814460754E0
2.773311828E0,1.061815023E-1,-3.888336942E-2,9.845867157E0
2.775797140E0,1.133599728E-1,-5.353940651E-2,9.862616539E0
2.778282401E0,1.181456149E-1,-2.991028363E-3,9.862616539E0
2.780767713E0,1.085743308E-1,-3.649054468E-2,9.860223770E0
2.783252974E0,1.229312643E-1,-1.974078640E-2,9.824032784E0
2.785738234E0,1.348953694E-1,-3.170489892E-2,9.821640015E0
2.788223547E0,1.468594968E-1,-3.409772366E-2,9.761818886E0
2.790708807E0,1.492523104E-1,-3.888336942E-2,9.716355324E0
2.793194119E0,1.492523104E-1,-2.931207791E-2,9.651749611E0
2.795679380E0,1.612164229E-1,-5.383851007E-3,9.651749611E0
2.798164640E0,1.707877219E-1,-7.776673418E-3,9.634999275E0
2.800649953E0,1.348953694E-1,-1.256231871E-2,9.673284531E0
2.803135213E0,1.109671518E-1,-2.452643216E-2,9.713962555E0
2.805620526E0,1.253240854E-1,-1.016949583E-2,9.757033348E0
2.808105786E0,1.444666684E-1,-3.170489892E-2,9.747462273E0
2.810591047E0,1.468594968E-1,1.794616925E-3,9.709177017E0
2.813076359E0,1.109671518E-1,6.580262445E-3,9.692427635E0
2.815561619E0,1.157527938E-1,8.973085321E-3,9.694820404E0
2.818046932E0,1.229312643E-1,-1.016949583E-2,9.699605942E0
2.820532192E0,1.085743308E-1,-1.974078640E-2,9.745069504E0
2.823017453E0,1.085743308E-1,-1.974078640E-2,9.776176453E0
2.825502765E0,7.986045629E-2,-1.016949583E-2,9.824032784E0
2.827988026E0,1.061815023E-1,-2.213360928E-2,9.872187614E0
2.830473338E0,7.746763527E-2,4.187439568E-3,9.857831001E0
2.832958599E0,1.037886813E-1,-2.691925503E-2,9.835996628E0
2.835443911E0,1.564307809E-1,-2.991028363E-3,9.848259926E0
2.837929172E0,-9.242277592E-2,8.075776696E-2,9.675677299E0
2.840414432E0,1.564307809E-1,-7.028916478E-2,9.752247810E0
2.842899744E0,9.661021084E-2,-3.170489892E-2,9.785747528E0
2.845385005E0,2.482553571E-2,2.333002165E-2,9.812067986E0
2.847870317E0,1.181456149E-1,-6.071787328E-2,9.831211090E0
2.850355578E0,1.468594968E-1,-7.746763527E-2,9.891330719E0
2.852840838E0,1.181456149E-1,-2.931207791E-2,9.908080101E0
2.855326151E0,9.421738982E-2,-1.734796353E-2,9.848259926E0
2.857811411E0,1.683948934E-1,-5.832505226E-2,9.826425552E0
2.860296724E0,1.037886813E-1,-1.734796353E-2,9.802496910E0
2.862781984E0,1.133599728E-1,-3.170489892E-2,9.780961990E0
2.865267244E0,1.181456149E-1,-2.452643216E-2,9.768997192E0
2.867752557E0,1.181456149E-1,-1.495514158E-2,9.797711372E0
2.870237817E0,8.703892678E-2,-2.931207791E-2,9.838389397E0
2.872723130E0,1.061815023E-1,-2.213360928E-2,9.835996628E0
2.875208390E0,1.037886813E-1,-1.016949583E-2,9.853045464E0
2.877693703E0,1.109671518E-1,-5.383851007E-3,9.848259926E0
2.880178963E0,1.277169138E-1,-2.991028363E-3,9.833603859E0
2.882664224E0,1.301097274E-1,-5.383851007E-3,9.797711372E0
2.885149536E0,1.348953694E-1,-2.931207791E-2,9.790533066E0
2.887634797E0,1.612164229E-1,-4.396811500E-2,9.773782730E0
2.890120109E0,1.253240854E-1,-1.734796353E-2,9.778569221E0
2.892605369E0,1.348953694E-1,-2.213360928E-2,9.790533066E0
2.895090682E0,1.325025558E-1,-2.213360928E-2,9.814460754E0
2.897575942E0,1.157527938E-1,-5.982056609E-4,9.816853523E0
2.900061203E0,1.085743308E-1,-7.776673418E-3,9.812067986E0
2.902546515E0,1.205384433E-1,-2.452643216E-2,9.819247246E0
2.905031776E0,8.464609832E-2,-2.213360928E-2,9.828818321E0
2.907517088E0,1.085743308E-1,-3.649054468E-2,9.845867157E0
2.910002349E0,1.109671518E-1,6.580262445E-3,9.807282448E0
2.912487609E0,9.661021084E-2,-2.213360928E-2,9.816853523E0
2.914972922E0,9.661021084E-2,-5.383851007E-3,9.795318604E0
2.917458182E0,1.013958603E-1,-2.452643216E-2,9.773782730E0
2.919943494E0,1.325025558E-1,-3.409772366E-2,9.768997192E0
2.922428755E0,9.900303930E-2,-5.383851007E-3,9.752247810E0
2.924914015E0,1.133599728E-1,-1.974078640E-2,9.761818886E0
2.927399328E0,1.157527938E-1,6.580262445E-3,9.740283966E0
2.929884588E0,1.253240854E-1,-1.256231871E-2,9.740283966E0
2.932369901E0,9.900303930E-2,-2.213360928E-2,9.745069504E0
2.934855161E0,1.061815023E-1,-5.383851007E-3,9.752247810E0
2.937340474E0,1.037886813E-1,-7.776673418E-3,9.747462273E0
2.939825734E0,1.085743308E-1,-5.383851007E-3,9.754640579E0
2.942310994E0,9.421738982E-2,-1.256231871E-2,9.780961990E0
2.944796307E0,1.061815023E-1,-1.016949583E-2,9.816853523E0
2.947281567E0,1.109671518E-1,-5.982056609E-4,9.840782166E0
2.949766880E0,7.986045629E-2,1.615155302E-2,9.840782166E0
2.952252140E0,1.157527938E-1,-5.982056609E-4,9.816853523E0
2.954737401E0,1.229312643E-1,-2.931207791E-2,9.795318604E0
2.957222713E0,1.229312643E-1,4.187439568E-3,9.759426117E0
2.959707974E0,1.181456149E-1,4.187439568E-3,9.737891197E0
2.962193286E0,1.253240854E-1,-4.396811500E-2,9.759426117E0
2.964678547E0,1.085743308E-1,-1.256231871E-2,9.780961990E0
2.967163859E0,9.421738982E-2,-7.776673418E-3,9.792925835E0
2.969649119E0,1.564307809E-1,-3.409772366E-2,9.800104141E0
2.972134432E0,1.037886813E-1,1.794616925E-3,9.807282448E0
2.974619692E0,1.061815023E-1,-2.991028363E-3,9.812067986E0
2.977104953E0,1.325025558E-1,-4.127619043E-2,9.807282448E0
2.979590265E0,1.181456149E-1,-5.383851007E-3,9.819247246E0
2.982075526E0,1.157527938E-1,-5.982056609E-4,9.802496910E0
2.984560838E0,1.253240854E-1,-1.016949583E-2,9.780961990E0
2.987046099E0,9.900303930E-2,-2.213360928E-2,9.766604424E0
2.989531411E0,1.205384433E-1,-2.213360928E-2,9.733105659E0
2.992016672E0,1.253240854E-1,-1.734796353E-2,9.745069504E0
2.994501932E0,1.157527938E-1,-1.495514158E-2,9.754640579E0
2.996987244E0,1.085743308E-1,-2.691925503E-2,9.764211655E0
2.999472505E0,9.182456881E-2,-1.974078640E-2,9.785747528E0
3.001957817E0,1.157527938E-1,-7.776673418E-3,9.766604424E0
3.004443078E0,1.109671518E-1,-2.931207791E-2,9.742676735E0
3.006928390E0,1.133599728E-1,-5.383851007E-3,9.711569786E0
3.009413651E0,1.109671518E-1,8.973085321E-3,9.661320686E0
3.011898911E0,1.109671518E-1,-2.991028363E-3,9.675677299E0
3.014384224E0,1.325025558E-1,4.187439568E-3,9.673284531E0
