"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.167026619E0,5.123481527E-2,3.077143133E-1,-7.795938104E-2
4.169511932E0,6.406260282E-2,2.777827978E-1,-7.124006003E-2
4.171997192E0,8.116632700E-2,2.392994165E-1,-6.329904497E-2
4.174482505E0,9.949174523E-2,1.989834905E-1,-5.719057471E-2
4.176967765E0,1.220930964E-1,1.617218107E-1,-4.558447748E-2
4.179453078E0,1.501920670E-1,1.348445266E-1,-3.642176837E-2
4.181938390E0,1.825669706E-1,1.220167428E-1,-2.481566928E-2
4.184423651E0,2.131093442E-1,1.110214889E-1,-1.565296017E-2
4.186908963E0,2.350998372E-1,9.758284688E-2,-7.711946499E-3
4.189394224E0,2.534252703E-1,7.620319724E-2,2.061609412E-3
4.191879536E0,2.662530541E-1,4.138490185E-2,1.183516532E-2
4.194364797E0,2.766374648E-1,-4.428642802E-3,2.283041552E-2
4.196850109E0,2.851893008E-1,-4.963133857E-2,3.321481869E-2
4.199335369E0,2.888543904E-1,-8.261708915E-2,4.054498672E-2
4.201820682E0,2.919086218E-1,-9.055810422E-2,4.543176666E-2
4.204305942E0,2.900761068E-1,-6.917845458E-2,4.787515476E-2
4.206791255E0,2.803025246E-1,-2.214321308E-2,4.421006888E-2
4.209276515E0,2.680855989E-1,3.649812192E-2,3.932329267E-2
4.211761828E0,2.546469569E-1,1.049130186E-1,3.138227761E-2
4.214247088E0,2.393757701E-1,1.714953631E-1,2.099787444E-2
4.216732401E0,2.265479714E-1,2.368560284E-1,1.366770733E-2
4.219217661E0,2.112767994E-1,2.961082160E-1,5.115845706E-3
4.221702974E0,1.984490007E-1,3.504736125E-1,-2.825168660E-3
4.224188234E0,1.856212169E-1,3.950654566E-1,-8.933641016E-3
4.226673547E0,1.715717167E-1,4.335488379E-1,-1.443126611E-2
4.229158807E0,1.587439328E-1,4.610369802E-1,-1.931804419E-2
4.231644119E0,1.465269923E-1,4.769189954E-1,-2.298312820E-2
4.234129432E0,1.336991936E-1,4.842491746E-1,-2.298312820E-2
4.236614692E0,1.214822456E-1,4.775298536E-1,-2.298312820E-2
4.239100005E0,1.092653051E-1,4.640912116E-1,-1.931804419E-2
4.241585265E0,9.277242422E-2,4.457657933E-1,-1.565296017E-2
4.244070578E0,7.811209559E-2,4.249969721E-1,-8.322793990E-3
4.246555838E0,6.284090877E-2,3.999522328E-1,1.450762269E-3
4.249041151E0,4.634803534E-2,3.767400384E-1,5.726693198E-3
4.251526411E0,2.680092305E-2,3.620797098E-1,1.183516532E-2
4.254011724E0,1.152974181E-2,3.486410677E-1,1.550024934E-2
4.256496984E0,-3.130592173E-3,3.492519259E-1,2.038702741E-2
4.258982297E0,-1.534753758E-2,3.590254784E-1,2.405211143E-2
4.261467557E0,-2.145601064E-2,3.791834414E-1,2.649549954E-2
4.263952869E0,-2.573194169E-2,4.066715539E-1,2.771719359E-2
4.266438130E0,-2.267770469E-2,4.372139275E-1,2.771719359E-2
4.268923442E0,-1.412584260E-2,4.671454430E-1,2.588465251E-2
4.271408703E0,-1.908897655E-3,4.921901822E-1,2.771719359E-2
4.273894015E0,1.519482583E-2,5.068505406E-1,2.954973653E-2
4.276379276E0,3.229855001E-2,5.086830258E-1,3.382566571E-2
4.278864588E0,5.123481527E-2,4.964661002E-1,3.687990457E-2
4.281349901E0,7.017108053E-2,4.732539058E-1,4.054498672E-2
4.283835161E0,9.155073017E-2,4.421007037E-1,4.359922186E-2
4.286320474E0,1.147629321E-1,4.036173224E-1,4.543176666E-2
4.288805734E0,1.343100369E-1,3.565820754E-1,5.215108395E-2
4.291291047E0,1.501920670E-1,3.046600819E-1,5.764871091E-2
4.293776307E0,1.685174853E-1,2.478512824E-1,6.558972597E-2
4.296261619E0,1.825669706E-1,1.922641695E-1,7.169819623E-2
4.298746880E0,1.966164559E-1,1.385096163E-1,7.963921130E-2
4.301232192E0,2.070008665E-1,9.025268257E-2,8.758022636E-2
4.303717453E0,2.167744190E-1,4.504998401E-2,9.429954737E-2
4.306202765E0,2.222720534E-1,7.788302377E-3,9.857547283E-2
4.308688026E0,2.247154415E-1,-2.336490713E-2,1.028514057E-1
4.311173338E0,2.241045833E-1,-4.779879749E-2,1.077381819E-1
4.313658599E0,2.259371281E-1,-6.245913357E-2,1.095707268E-1
4.316143911E0,2.283805162E-1,-6.612421572E-2,1.095707268E-1
4.318629172E0,2.277696729E-1,-6.734590977E-2,1.120141149E-1
4.321114484E0,2.277696729E-1,-6.245913357E-2,1.138466597E-1
4.323599797E0,2.289913595E-1,-6.123743951E-2,1.126249656E-1
4.326085057E0,2.381540686E-1,-5.940489471E-2,1.059056446E-1
4.328570369E0,2.503710091E-1,-6.062658876E-2,9.857547283E-2
4.331055630E0,2.656421959E-1,-6.245913357E-2,9.002361447E-2
4.333540942E0,2.845784724E-1,-6.184828654E-2,8.025006205E-2
4.336026203E0,3.047364354E-1,-6.734590977E-2,7.475243509E-2
4.338511515E0,3.242835402E-1,-7.711946964E-2,6.803311408E-2
4.340996776E0,3.419981003E-1,-9.177979827E-2,6.497887522E-2
4.343482088E0,3.566584289E-1,-1.107160673E-1,6.070294604E-2
4.345967349E0,3.676536977E-1,-1.351499557E-1,5.703786388E-2
4.348452661E0,3.792597950E-1,-1.559187621E-1,5.642701685E-2
4.350937922E0,3.872008026E-1,-1.760767251E-1,5.581616983E-2
4.353423234E0,3.920875788E-1,-1.931804419E-1,6.070294604E-2
4.355908494E0,3.945309818E-1,-2.029540092E-1,6.253548712E-2
4.358393807E0,3.975852132E-1,-2.096733153E-1,6.558972597E-2
4.360879067E0,4.012503028E-1,-2.078407854E-1,6.925480813E-2
4.363364380E0,4.049153626E-1,-2.017323077E-1,7.230904698E-2
4.365849640E0,4.085804522E-1,-1.907370538E-1,7.902836055E-2
4.368334953E0,4.134672284E-1,-1.760767251E-1,8.758022636E-2
4.370820265E0,4.207974076E-1,-1.589729935E-1,9.552124143E-2
4.373305526E0,4.281275868E-1,-1.430909634E-1,1.022405624E-1
4.375790838E0,4.379011393E-1,-1.345391124E-1,1.126249656E-1
4.378276099E0,4.433987439E-1,-1.320957243E-1,1.223985180E-1
4.380761411E0,4.440096021E-1,-1.394258887E-1,1.333937645E-1
4.383246672E0,4.391228259E-1,-1.601946950E-1,1.443890184E-1
4.385731984E0,4.336251915E-1,-1.907370538E-1,1.523300409E-1
4.388217244E0,4.232407808E-1,-2.243336588E-1,1.566059589E-1
4.390702557E0,4.122455418E-1,-2.512109280E-1,1.578276604E-1
4.393187817E0,4.036936760E-1,-2.713688910E-1,1.553842723E-1
4.395673130E0,3.945309818E-1,-2.738122940E-1,1.523300409E-1
4.398158390E0,3.920875788E-1,-2.585411072E-1,1.511083394E-1
4.400643703E0,4.030828476E-1,-2.487675399E-1,1.657686681E-1
4.403128963E0,4.128564000E-1,-2.255553454E-1,1.669903696E-1
4.405614276E0,4.207974076E-1,-1.846285909E-1,1.535517275E-1
4.408099588E0,4.366794229E-1,-1.382041872E-1,1.388913989E-1
4.410584849E0,4.568373859E-1,-8.383878320E-2,1.272853017E-1
4.413070161E0,4.751628041E-1,-3.436015919E-2,1.199551299E-1
4.415555422E0,5.032618046E-1,1.206423342E-2,1.156791970E-1
4.418040734E0,5.289173722E-1,5.054761097E-2,1.138466597E-1
4.420525994E0,5.588488579E-1,8.597674966E-2,1.120141149E-1
4.423011307E0,5.948888659E-1,1.165191159E-1,1.077381819E-1
4.425496567E0,6.321505308E-1,1.433963925E-1,1.059056446E-1
4.427981880E0,6.724664569E-1,1.721062213E-1,1.071273386E-1
4.430467140E0,7.115607262E-1,1.977618039E-1,1.077381819E-1
4.432952453E0,7.482115626E-1,2.209739983E-1,1.089598835E-1
4.435437713E0,7.824189663E-1,2.356343269E-1,1.126249656E-1
4.437923026E0,8.099071383E-1,2.392994165E-1,1.181225851E-1
4.440408286E0,8.312867880E-1,2.331909388E-1,1.242310628E-1
4.442893599E0,8.477796316E-1,2.154763639E-1,1.278961450E-1
4.445378911E0,8.612182736E-1,1.953184158E-1,1.278961450E-1
4.447864172E0,8.709918261E-1,1.733279079E-1,1.260636002E-1
4.450349484E0,8.801545501E-1,1.531699449E-1,1.236202121E-1
4.452834744E0,8.899281025E-1,1.415638477E-1,1.211768240E-1
4.455320057E0,8.997016549E-1,1.372879148E-1,1.169008911E-1
4.457805317E0,9.100860357E-1,1.378987730E-1,1.126249656E-1
4.460290630E0,9.229138494E-1,1.427855492E-1,1.101815775E-1
4.462775890E0,9.363524914E-1,1.507265568E-1,1.095707268E-1
4.465261203E0,9.528453946E-1,1.537808031E-1,1.107924208E-1
4.467746463E0,9.717816114E-1,1.568350345E-1,1.132358089E-1
4.470231776E0,9.937721491E-1,1.562241912E-1,1.169008911E-1
4.472717036E0,1.020038605E0,1.543916464E-1,1.211768240E-1
4.475202349E0,1.049970031E0,1.470614821E-1,1.266744435E-1
4.477687661E0,1.081734180E0,1.360662282E-1,1.272853017E-1
4.480172922E0,1.114109039E0,1.220167428E-1,1.309503764E-1
4.482658234E0,1.147094846E0,1.043021679E-1,1.352263093E-1
4.485143494E0,1.184356451E0,8.475505561E-2,1.388913989E-1
4.487628755E0,1.224061608E0,6.581879407E-2,1.456107199E-1
4.490114067E0,1.266209960E0,4.871506989E-2,1.517191827E-1
4.492599380E0,1.308358431E0,2.977880463E-2,1.596602052E-1
4.495084640E0,1.350506902E0,9.009997360E-3,1.669903696E-1
4.497569953E0,1.387157798E0,-1.175880991E-2,1.718771458E-1
4.500055213E0,1.426252007E0,-3.069507517E-2,1.706554592E-1
4.502540526E0,1.464124560E0,-4.779879749E-2,1.706554592E-1
4.505025786E0,1.499553680E0,-6.001574174E-2,1.682120711E-1
4.507511099E0,1.536815405E0,-6.306997687E-2,1.682120711E-1
4.509996359E0,1.570411921E0,-6.062658876E-2,1.718771458E-1
4.512481672E0,1.599732637E0,-4.902049154E-2,1.798181683E-1
4.514966932E0,1.627831578E0,-3.252761811E-2,1.883700192E-1
4.517452244E0,1.657152295E0,-1.420219894E-2,1.999761164E-1
4.519937505E0,1.684029579E0,2.290677279E-3,2.134147584E-1
4.522422817E0,1.706630826E0,1.695101149E-2,2.213557810E-1
4.524908130E0,1.727399707E0,2.367033064E-2,2.329618782E-1
4.527393390E0,1.750001073E0,3.283303976E-2,2.415137291E-1
4.529878703E0,1.775045753E0,4.138490185E-2,2.488439083E-1
4.532363963E0,1.800090551E0,4.382828996E-2,2.518981397E-1
4.534849276E0,1.829411149E0,4.871506989E-2,2.512872815E-1
4.537334536E0,1.856899261E0,4.749337584E-2,2.525089979E-1
4.539819849E0,1.888663411E0,4.627167806E-2,2.488439083E-1
4.542305109E0,1.923481703E0,4.932591692E-2,2.464005202E-1
4.544790422E0,1.954634905E0,4.749337584E-2,2.445679754E-1
4.547275682E0,1.989453197E0,4.504998401E-2,2.439571172E-1
4.549760994E0,2.034044981E0,3.710897267E-2,2.464005202E-1
4.552246255E0,2.081080198E0,1.817270555E-2,2.451788187E-1
4.554731567E0,2.127504587E0,-1.664558798E-2,2.445679754E-1
4.557216880E0,2.173928976E0,-5.696150661E-2,2.409028858E-1
4.559702140E0,2.219742537E0,-1.021642014E-1,2.378486544E-1
4.562187453E0,2.258836746E0,-1.608055383E-1,2.378486544E-1
4.564672713E0,2.290600777E0,-2.347180545E-1,2.390703410E-1
4.567158026E0,2.319310665E0,-3.104631305E-1,2.427354306E-1
4.569643286E0,2.346264362E0,-3.855973184E-1,2.518981397E-1
4.572128599E0,2.371309042E0,-4.570664763E-1,2.653367817E-1
4.574613859E0,2.388412714E0,-5.267030597E-1,2.769428790E-1
4.577099172E0,2.402462244E0,-5.969504714E-1,2.836622000E-1
4.579584432E0,2.407959938E0,-6.678087711E-1,2.848838866E-1
4.582069744E0,2.412235737E0,-7.301151752E-1,2.781645656E-1
4.584555057E0,2.413457632E0,-7.814263701E-1,2.677801549E-1
4.587040317E0,2.406738281E0,-8.180772066E-1,2.586174607E-1
4.589525630E0,2.398797274E0,-8.449544907E-1,2.512872815E-1
4.592010890E0,2.390856266E0,-8.620582223E-1,2.464005202E-1
4.594496203E0,2.383526087E0,-8.706100583E-1,2.433462739E-1
4.596981463E0,2.380471706E0,-8.718317747E-1,2.390703410E-1
4.599466776E0,2.376195908E0,-8.687775135E-1,2.311293334E-1
4.601952036E0,2.378028393E0,-8.559496999E-1,2.195232362E-1
4.604437349E0,2.388412714E0,-8.425110579E-1,2.085279822E-1
4.606922609E0,2.397575378E0,-8.223531246E-1,1.993652731E-1
4.609407922E0,2.412235737E0,-8.003626466E-1,1.908134073E-1
4.611893182E0,2.431172132E0,-7.795938253E-1,1.822615564E-1
4.614378494E0,2.453162670E0,-7.582141757E-1,1.749313772E-1
4.616863755E0,2.474542141E0,-7.343910933E-1,1.657686681E-1
4.619349067E0,2.496532679E0,-7.032378912E-1,1.529408842E-1
4.621834380E0,2.519744873E0,-6.678087711E-1,1.376696974E-1
4.624319640E0,2.546622276E0,-6.262711287E-1,1.248419061E-1
4.626804953E0,2.574721098E0,-5.841227174E-1,1.132358089E-1
4.629290213E0,2.609539509E0,-5.389199853E-1,1.022405624E-1
4.631775526E0,2.646190405E0,-4.955498278E-1,9.429954737E-2
4.634260786E0,2.690782070E0,-4.527905285E-1,8.758022636E-2
4.636746099E0,2.735373974E0,-4.088095427E-1,8.330429345E-2
4.639231359E0,2.785463572E0,-3.666610718E-1,7.780666649E-2
4.641716672E0,2.841050625E0,-3.202366829E-1,7.169819623E-2
4.644201932E0,2.898470163E0,-2.744231224E-1,6.192464009E-2
4.646687244E0,2.955279112E0,-2.249445021E-1,5.459447205E-2
4.649172557E0,3.013309479E0,-1.748550236E-1,4.665346071E-2
4.651657817E0,3.074394226E0,-1.211004704E-1,3.932329267E-2
4.654143078E0,3.134868145E0,-6.795676053E-2,2.893888950E-2
4.656628390E0,3.194731236E0,-1.725643501E-2,1.977618039E-2
4.659113703E0,3.250318289E0,2.000524849E-2,1.122431830E-2
4.661598963E0,3.306516171E0,4.199574888E-2,2.290677221E-4
4.664084276E0,3.364546776E0,4.810422286E-2,-9.544488043E-3
4.666569536E0,3.422577143E0,3.955236077E-2,-2.298312820E-2
4.669054849E0,3.476942539E0,2.489202656E-2,-3.825430945E-2
4.671540109E0,3.533140659E0,5.344913341E-3,-5.230379477E-2
4.674025422E0,3.586894989E0,-1.908897609E-2,-6.513158977E-2
4.676510682E0,3.634541273E0,-4.657710344E-2,-7.857023180E-2
4.678995994E0,3.677300453E0,-7.040014863E-2,-8.834378421E-2
4.681481255E0,3.716394663E0,-8.994726092E-2,-9.506310523E-2
4.683966567E0,3.745715380E0,-1.039967462E-1,-9.689565003E-2
4.686451880E0,3.774425268E0,-1.107160673E-1,-9.567394853E-2
4.688937140E0,3.800080776E0,-1.119377613E-1,-9.200886637E-2
4.691422453E0,3.828179836E0,-9.666658193E-2,-8.651123941E-2
4.693907713E0,3.847726822E0,-7.895200700E-2,-8.773294091E-2
4.696393026E0,3.864219666E0,-4.535540938E-2,-9.017632902E-2
4.698878286E0,3.873993397E0,-6.261184346E-3,-9.323056042E-2
4.701363599E0,3.884377718E0,4.260659590E-2,-9.445225447E-2
4.703848859E0,3.888042688E0,9.636115283E-2,-9.139802307E-2
4.706334172E0,3.883766890E0,1.543916464E-1,-9.078717232E-2
4.708819484E0,3.871549845E0,2.185306102E-1,-8.895463496E-2
4.711304744E0,3.848337650E0,2.783936262E-1,-8.406785131E-2
4.713790057E0,3.815351963E0,3.309265077E-1,-7.795938104E-2
4.716275317E0,3.770760059E0,3.785725832E-1,-7.062921673E-2
4.718760630E0,3.714562178E0,4.158342779E-1,-6.146650389E-2
4.721245890E0,3.649812460E0,4.482091665E-1,-5.108210072E-2
4.723731203E0,3.588116884E0,4.787515402E-1,-4.130854458E-2
4.726216463E0,3.533140659E0,4.989095032E-1,-3.336753324E-2
4.728701776E0,3.477553368E0,5.123481154E-1,-2.848075330E-2
4.731187036E0,3.427464008E0,5.257867575E-1,-2.542651631E-2
4.733672349E0,3.379207134E0,5.416688323E-1,-2.542651631E-2
4.736157609E0,3.334615231E0,5.624375939E-1,-2.786990628E-2
4.738642922E0,3.294299364E0,5.850389600E-1,-2.786990628E-2
4.741128182E0,3.257037640E0,6.106945276E-1,-2.848075330E-2
4.743613494E0,3.224051714E0,6.326850653E-1,-2.909160033E-2
4.746098807E0,3.192287683E0,6.534538269E-1,-3.397838026E-2
4.748584067E0,3.160523653E0,6.717792749E-1,-3.886515647E-2
4.751069380E0,3.129981279E0,6.870504618E-1,-4.497363046E-2
4.753554640E0,3.099438906E0,7.035433054E-1,-5.780142173E-2
4.756039953E0,3.068896532E0,7.218687534E-1,-7.979192585E-2
4.758525213E0,3.045684338E0,7.395833135E-1,-1.060583517E-1
4.761010526E0,3.029802322E0,7.487460375E-1,-1.237729266E-1
4.763495786E0,3.014531136E0,7.560762167E-1,-1.311030984E-1
4.765981099E0,2.994373322E0,7.597413063E-1,-1.280488521E-1
4.768466359E0,2.969939470E0,7.542436719E-1,-1.207186878E-1
4.770951672E0,2.943672895E0,7.371399403E-1,-1.115559787E-1
4.773436984E0,2.910687208E0,7.084301114E-1,-1.060583517E-1
4.775922244E0,2.875257969E0,6.760551929E-1,-1.042258143E-1
4.778407557E0,2.833720446E0,6.436802745E-1,-1.036149636E-1
4.780892817E0,2.794626236E0,6.155813336E-1,-1.072800532E-1
4.783378130E0,2.750034332E0,5.935907960E-1,-1.133885235E-1
4.785863390E0,2.708496809E0,5.746545792E-1,-1.194969937E-1
4.788348703E0,2.660239697E0,5.544965863E-1,-1.249946207E-1
4.790833963E0,2.611371994E0,5.331169367E-1,-1.280488521E-1
4.793319276E0,2.566169262E0,5.099047422E-1,-1.329356283E-1
4.795804588E0,2.519134045E0,4.818057716E-1,-1.353790164E-1
4.798289849E0,2.469044685E0,4.512633979E-1,-1.372115612E-1
4.800775161E0,2.420787573E0,4.256078303E-1,-1.347681731E-1
4.803260422E0,2.373752356E0,4.048390090E-1,-1.359898746E-1
4.805745734E0,2.330916882E0,3.938437700E-1,-1.329356283E-1
4.808230994E0,2.290600777E0,3.920112252E-1,-1.329356283E-1
4.810716307E0,2.252117395E0,4.017847776E-1,-1.335464865E-1
4.813201567E0,2.219131708E0,4.176668227E-1,-1.335464865E-1
4.815686880E0,2.189200163E0,4.372139275E-1,-1.323247850E-1
4.818172140E0,2.165987968E0,4.549284875E-1,-1.311030984E-1
4.820657453E0,2.151938438E0,4.726430774E-1,-1.249946207E-1
4.823142713E0,2.140943289E0,4.842491746E-1,-1.176644564E-1
4.825628026E0,2.136056423E0,4.897467792E-1,-1.097234413E-1
4.828113286E0,2.133002281E0,4.891359508E-1,-1.011715755E-1
4.830598599E0,2.130558968E0,4.866925478E-1,-9.261971712E-2
4.833083911E0,2.123839617E0,4.824166298E-1,-8.467870206E-2
4.835569172E0,2.114676952E0,4.787515402E-1,-7.490514219E-2
4.838054484E0,2.100627422E0,4.769189954E-1,-6.390989572E-2
4.840539744E0,2.085356236E0,4.750864506E-1,-5.657972768E-2
4.843025057E0,2.063976526E0,4.732539058E-1,-4.680617154E-2
4.845510317E0,2.038931847E0,4.726430774E-1,-3.764346242E-2
4.847995630E0,2.013887167E0,4.683671296E-1,-2.848075330E-2
4.850480890E0,1.985177279E0,4.683671296E-1,-1.748550311E-2
4.852966203E0,1.954024076E0,4.677563012E-1,-7.101099472E-3
4.855451515E0,1.922259927E0,4.665345848E-1,2.672456671E-3
4.857936776E0,1.889274240E0,4.640912116E-1,1.366770733E-2
4.860422088E0,1.861175299E0,4.640912116E-1,2.527380548E-2
4.862907349E0,1.828189492E0,4.683671296E-1,3.749075159E-2
4.865392661E0,1.795814633E0,4.726430774E-1,4.726430774E-2
4.867877922E0,1.762828827E0,4.659237564E-1,5.642701685E-2
4.870363234E0,1.734729886E0,4.482091665E-1,6.620056927E-2
4.872848494E0,1.709074259E0,4.225535989E-1,7.597412914E-2
4.875333807E0,1.685251236E0,3.895678520E-1,8.635853231E-2
4.877819067E0,1.659595609E0,3.523061574E-1,9.491039068E-2
4.880304380E0,1.636383414E0,3.095468581E-1,9.979717433E-2
4.882789640E0,1.617447138E0,2.649549842E-1,1.022405624E-1
4.885274953E0,1.597900033E0,2.185306102E-1,1.071273386E-1
4.887760265E0,1.579574704E0,1.751604527E-1,1.126249656E-1
4.890245526E0,1.561249256E0,1.360662282E-1,1.162900478E-1
4.892730838E0,1.544756413E0,1.012479365E-1,1.181225851E-1
4.895216099E0,1.529485226E0,6.765133142E-2,1.199551299E-1
4.897701411E0,1.516657352E0,2.916795574E-2,1.211768240E-1
4.900186672E0,1.505662084E0,-1.114796288E-2,1.211768240E-1
4.902671984E0,1.495888591E0,-5.207473040E-2,1.199551299E-1
4.905157244E0,1.491001844E0,-9.361234307E-2,1.169008911E-1
4.907642557E0,1.486725926E0,-1.333174109E-1,1.156791970E-1
4.910127817E0,1.485504150E0,-1.687465608E-1,1.162900478E-1
4.912613130E0,1.488558412E0,-1.974563748E-1,1.132358089E-1
4.915098442E0,1.491001844E0,-2.176143378E-1,1.095707268E-1
4.917583703E0,1.491001844E0,-2.304421216E-1,1.040730998E-1
4.920069015E0,1.494666934E0,-2.341072112E-1,9.979717433E-2
4.922554276E0,1.498332024E0,-2.310529798E-1,9.491039068E-2
4.925039588E0,1.498332024E0,-2.243336588E-1,9.124530852E-2
4.927524849E0,1.494666934E0,-2.084516287E-1,8.758022636E-2
4.930010161E0,1.484893322E0,-1.901262105E-1,8.330429345E-2
4.932495422E0,1.474508882E0,-1.681357026E-1,8.147175610E-2
4.934980734E0,1.462902784E0,-1.498102844E-1,7.963921130E-2
4.937466047E0,1.450685859E0,-1.320957243E-1,7.963921130E-2
4.939951307E0,1.437858105E0,-1.198787764E-1,7.658497244E-2
4.942436619E0,1.424419403E0,-1.113269106E-1,7.414158434E-2
4.944921880E0,1.409148216E0,-1.033858955E-1,7.108735293E-2
4.947407192E0,1.392044544E0,-9.422318637E-2,6.864395738E-2
4.949892453E0,1.373719096E0,-7.895200700E-2,6.558972597E-2
4.952377765E0,1.352339506E0,-6.184828654E-2,6.436803192E-2
4.954863026E0,1.331570625E0,-3.985778242E-2,6.497887522E-2
4.957348338E0,1.312023520E0,-1.725643501E-2,6.314633787E-2
4.959833599E0,1.287589669E0,1.145338640E-2,6.192464009E-2
4.962318911E0,1.263155818E0,3.527642787E-2,6.436803192E-2
4.964804172E0,1.242997766E0,5.971032009E-2,6.436803192E-2
4.967289484E0,1.219785571E0,7.986827940E-2,6.681142002E-2
4.969774797E0,1.195962548E0,9.697200358E-2,6.986565888E-2
4.972260057E0,1.178248048E0,1.079672500E-1,7.169819623E-2
4.974745369E0,1.160533428E0,1.177408099E-1,7.475243509E-2
4.977230630E0,1.147094846E0,1.244601309E-1,7.597412914E-2
4.979715942E0,1.134877801E0,1.250709742E-1,7.902836055E-2
4.982201203E0,1.127547741E0,1.201841980E-1,8.391514421E-2
4.984686515E0,1.126936793E0,1.140757278E-1,8.696937561E-2
4.987171776E0,1.128769398E0,1.049130186E-1,9.185615927E-2
4.989657088E0,1.138542891E0,9.575030953E-2,9.674293548E-2
4.992142349E0,1.152592421E0,8.475505561E-2,9.857547283E-2
4.994627661E0,1.167863607E0,7.070557028E-2,1.010188684E-1
4.997112974E0,1.188632369E0,5.787777901E-2,1.028514057E-1
4.999598234E0,1.208790421E0,4.382828996E-2,1.065164879E-1
5.002083547E0,1.230170012E0,2.672456764E-2,1.095707268E-1
5.004568807E0,1.248495460E0,9.620844387E-3,1.077381819E-1
5.007054119E0,1.265599132E0,-9.315420873E-3,1.095707268E-1
5.009539380E0,1.278427005E0,-2.886253223E-2,1.089598835E-1
5.012024692E0,1.287589669E0,-4.963133857E-2,1.089598835E-1
5.014509953E0,1.290033102E0,-7.040014863E-2,1.083490327E-1
5.016995265E0,1.287589669E0,-9.300149232E-2,1.071273386E-1
5.019480526E0,1.283313751E0,-1.156028435E-1,1.065164879E-1
5.021965838E0,1.272318482E0,-1.345391124E-1,1.059056446E-1
5.024451151E0,1.258879900E0,-1.485885978E-1,1.022405624E-1
5.026936411E0,1.241776109E0,-1.565296054E-1,1.016297117E-1
5.029421724E0,1.221618176E0,-1.559187621E-1,9.979717433E-2
5.031906984E0,1.199016809E0,-1.485885978E-1,1.016297117E-1
5.034392297E0,1.177637100E0,-1.382041872E-1,1.046839505E-1
5.036877557E0,1.153814077E0,-1.290414780E-1,1.071273386E-1
5.039362869E0,1.131212711E0,-1.180462316E-1,1.114032716E-1
5.041848130E0,1.107389688E0,-1.088835225E-1,1.138466597E-1
5.044333442E0,1.087842584E0,-1.058292910E-1,1.175117418E-1
5.046818755E0,1.068906307E0,-1.009425074E-1,1.211768240E-1
5.049304015E0,1.052413464E0,-9.361234307E-2,1.260636002E-1
5.051789328E0,1.038363934E0,-8.322793990E-2,1.291178465E-1
5.054274588E0,1.024925351E0,-7.406523079E-2,1.333937645E-1
5.056759901E0,1.013930082E0,-6.306997687E-2,1.364480108E-1
5.059245161E0,1.003545642E0,-4.963133857E-2,1.413347870E-1
5.061730474E0,9.974372387E-1,-3.191677108E-2,1.437781751E-1
5.064215734E0,9.925504327E-1,-1.664558798E-2,1.468324065E-1
5.066701047E0,9.858311415E-1,-1.985253533E-3,1.480541080E-1
5.069186307E0,9.815551639E-1,1.328592747E-2,1.474432498E-1
5.071671619E0,9.754467010E-1,2.916795574E-2,1.486649513E-1
5.074156932E0,9.699490666E-1,4.443913698E-2,1.474432498E-1
5.076642192E0,9.650623202E-1,5.787777901E-2,1.456107199E-1
5.079127505E0,9.583429694E-1,6.459710002E-2,1.419456303E-1
5.081612765E0,9.528453946E-1,6.704048812E-2,1.401130855E-1
5.084098078E0,9.497911334E-1,6.093201414E-2,1.382805556E-1
5.086583338E0,9.461260438E-1,4.871506989E-2,1.352263093E-1
5.089068651E0,9.455152154E-1,3.100049868E-2,1.333937645E-1
5.091553911E0,9.449043274E-1,1.023169141E-2,1.309503764E-1
5.094039224E0,9.449043274E-1,-9.315420873E-3,1.309503764E-1
5.096524484E0,9.479585886E-1,-2.397575416E-2,1.291178465E-1
5.099009797E0,9.479585886E-1,-3.436015919E-2,1.321720779E-1
5.101495057E0,9.491803050E-1,-4.107947648E-2,1.352263093E-1
5.103980369E0,9.497911334E-1,-4.963133857E-2,1.358371526E-1
5.106465682E0,9.522345066E-1,-5.696150661E-2,1.376696974E-1
5.108950942E0,9.504019618E-1,-6.123743951E-2,1.376696974E-1
5.111436255E0,9.510128498E-1,-6.245913357E-2,1.370588541E-1
5.113921515E0,9.491803050E-1,-6.551336497E-2,1.370588541E-1
5.116406828E0,9.467368722E-1,-6.490252167E-2,1.382805556E-1
5.118892088E0,9.449043274E-1,-6.306997687E-2,1.370588541E-1
5.121377401E0,9.406284094E-1,-6.062658876E-2,1.401130855E-1
5.123862661E0,9.314656854E-1,-5.879404768E-2,1.388913989E-1
5.126347974E0,9.174162149E-1,-5.879404768E-2,1.382805556E-1
5.128833286E0,9.045884609E-1,-5.635065958E-2,1.358371526E-1
5.131318547E0,8.893172741E-1,-4.779879749E-2,1.358371526E-1
5.133803859E0,8.697701693E-1,-3.802524135E-2,1.346154660E-1
5.136289119E0,8.490013480E-1,-2.336490713E-2,1.352263093E-1
5.138774432E0,8.263999820E-1,-6.261184346E-3,1.364480108E-1
5.141259692E0,7.989118695E-1,1.328592747E-2,1.364480108E-1
5.143745005E0,7.726454139E-1,3.527642787E-2,1.382805556E-1
5.146230265E0,7.457681298E-1,5.665608495E-2,1.425564736E-1
5.148715578E0,7.158366442E-1,7.620319724E-2,1.443890184E-1
5.151200838E0,6.828508973E-1,9.208522737E-2,1.468324065E-1
