"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.171344067E0,3.054236295E-4,-1.603474026E-3,9.926267667E-4
2.173829328E0,-1.527118147E-3,-9.926267667E-4,9.926267667E-4
2.176314640E0,-2.137965523E-3,-2.214321401E-3,9.926267667E-4
2.178799901E0,3.054236295E-4,-1.603474026E-3,1.603474026E-3
2.181285161E0,-1.527118147E-3,-1.603474026E-3,3.817795368E-4
2.183770474E0,-3.054236295E-4,-1.603474026E-3,-8.399150101E-4
2.186255734E0,-2.748812549E-3,-9.926267667E-4,-8.399150101E-4
2.188740994E0,-1.527118147E-3,-2.214321401E-3,-2.290677221E-4
2.191226307E0,-2.137965523E-3,-1.603474026E-3,-2.290677221E-4
2.193711567E0,-1.527118147E-3,-1.603474026E-3,-2.061609412E-3
2.196196828E0,-2.137965523E-3,-2.825168660E-3,3.817795368E-4
2.198682140E0,-2.748812549E-3,-2.214321401E-3,-2.290677221E-4
2.201167401E0,-3.359660041E-3,-2.214321401E-3,1.603474026E-3
2.203652713E0,-2.748812549E-3,-1.603474026E-3,3.817795368E-4
2.206137974E0,-2.137965523E-3,-2.214321401E-3,-2.290677221E-4
2.208623234E0,-9.162708884E-4,-1.603474026E-3,-2.290677221E-4
2.211108547E0,-2.137965523E-3,-2.214321401E-3,3.817795368E-4
2.213593807E0,-9.162708884E-4,-1.603474026E-3,-2.290677221E-4
2.216079067E0,-2.137965523E-3,-1.603474026E-3,9.926267667E-4
2.218564380E0,-2.137965523E-3,-1.603474026E-3,9.926267667E-4
2.221049640E0,-2.137965523E-3,-2.214321401E-3,-2.290677221E-4
2.223534901E0,-3.054236295E-4,-2.214321401E-3,-2.290677221E-4
2.226020213E0,-9.162708884E-4,-2.214321401E-3,3.817795368E-4
2.228505474E0,-9.162708884E-4,-2.825168660E-3,3.817795368E-4
2.230990734E0,-2.137965523E-3,-2.825168660E-3,-2.290677221E-4
2.233476047E0,-9.162708884E-4,-2.214321401E-3,-8.399150101E-4
2.235961307E0,-9.162708884E-4,-3.436015919E-3,3.817795368E-4
2.238446567E0,-1.527118147E-3,-3.436015919E-3,-2.290677221E-4
2.240931880E0,-9.162708884E-4,-3.436015919E-3,9.926267667E-4
2.243417140E0,-1.527118147E-3,-2.825168660E-3,9.926267667E-4
2.245902453E0,-3.359660041E-3,-1.603474026E-3,9.926267667E-4
2.248387713E0,-2.748812549E-3,-9.926267667E-4,-2.290677221E-4
2.250872974E0,-3.054236295E-4,-9.926267667E-4,-2.290677221E-4
2.253358286E0,-1.527118147E-3,-2.825168660E-3,3.817795368E-4
2.255843547E0,-9.162708884E-4,-9.926267667E-4,3.817795368E-4
2.258328807E0,-3.054236295E-4,2.290677221E-4,-1.450762269E-3
2.260814119E0,-1.527118147E-3,-9.926267667E-4,3.817795368E-4
2.263299380E0,3.054236295E-4,-9.926267667E-4,1.603474026E-3
2.265784640E0,-3.054236295E-4,-1.603474026E-3,3.817795368E-4
2.268269953E0,-9.162708884E-4,-9.926267667E-4,3.817795368E-4
2.270755213E0,-3.054236295E-4,-2.214321401E-3,-2.290677221E-4
2.273240474E0,3.054236295E-4,-2.825168660E-3,-2.290677221E-4
2.275725786E0,9.162708884E-4,-2.214321401E-3,-2.290677221E-4
2.278211047E0,-9.162708884E-4,-2.214321401E-3,3.817795368E-4
2.280696359E0,-9.162708884E-4,-3.436015919E-3,1.603474026E-3
2.283181619E0,-9.162708884E-4,-1.603474026E-3,9.926267667E-4
2.285666880E0,-3.054236295E-4,-1.603474026E-3,1.603474026E-3
2.288152192E0,-1.527118147E-3,-1.603474026E-3,3.817795368E-4
2.290637453E0,-9.162708884E-4,-1.603474026E-3,-8.399150101E-4
2.293122713E0,9.162708884E-4,-1.603474026E-3,-1.450762269E-3
2.295608026E0,-9.162708884E-4,-3.436015919E-3,9.926267667E-4
2.298093286E0,-1.527118147E-3,-3.817795368E-4,-1.450762269E-3
2.300578547E0,-9.162708884E-4,-9.926267667E-4,3.817795368E-4
2.303063859E0,-3.054236295E-4,-9.926267667E-4,-2.290677221E-4
2.305549119E0,-3.054236295E-4,-1.603474026E-3,9.926267667E-4
2.308034432E0,-3.054236295E-4,-4.046862945E-3,1.603474026E-3
2.310519692E0,-3.054236295E-4,-2.825168660E-3,-2.290677221E-4
2.313004953E0,-9.162708884E-4,-2.825168660E-3,-2.290677221E-4
2.315490265E0,-3.054236295E-4,-4.046862945E-3,3.817795368E-4
2.317975526E0,-2.137965523E-3,-2.825168660E-3,3.817795368E-4
2.320460786E0,-2.748812549E-3,-2.825168660E-3,-1.450762269E-3
2.322946099E0,-1.527118147E-3,-2.214321401E-3,-2.290677221E-4
2.325431359E0,-1.527118147E-3,-2.825168660E-3,9.926267667E-4
2.327916619E0,-9.162708884E-4,-1.603474026E-3,-8.399150101E-4
2.330401932E0,-1.527118147E-3,-2.825168660E-3,-2.290677221E-4
2.332887192E0,-9.162708884E-4,-1.603474026E-3,-2.290677221E-4
2.335372453E0,-9.162708884E-4,-2.214321401E-3,1.603474026E-3
2.337857765E0,-9.162708884E-4,-9.926267667E-4,-2.290677221E-4
2.340343026E0,-9.162708884E-4,-1.603474026E-3,-2.290677221E-4
2.342828338E0,-2.748812549E-3,-2.214321401E-3,3.817795368E-4
2.345313599E0,-2.748812549E-3,-9.926267667E-4,3.817795368E-4
2.347798859E0,3.054236295E-4,-2.214321401E-3,1.603474026E-3
2.350284172E0,-2.137965523E-3,-1.603474026E-3,9.926267667E-4
2.352769432E0,-3.359660041E-3,-2.214321401E-3,-2.290677221E-4
2.355254692E0,-3.359660041E-3,-2.214321401E-3,-2.290677221E-4
2.357740005E0,-1.527118147E-3,-2.214321401E-3,3.817795368E-4
2.360225265E0,-1.527118147E-3,-1.603474026E-3,3.817795368E-4
2.362710526E0,-2.137965523E-3,-2.214321401E-3,9.926267667E-4
2.365195838E0,-1.527118147E-3,-3.817795368E-4,3.817795368E-4
2.367681099E0,-9.162708884E-4,-9.926267667E-4,3.817795368E-4
2.370166411E0,-1.527118147E-3,-1.603474026E-3,3.817795368E-4
2.372651672E0,-3.054236295E-4,-9.926267667E-4,3.817795368E-4
2.375136932E0,-9.162708884E-4,2.290677221E-4,3.817795368E-4
2.377622244E0,-9.162708884E-4,-1.603474026E-3,3.817795368E-4
2.380107505E0,-9.162708884E-4,-2.214321401E-3,9.926267667E-4
2.382592765E0,-1.527118147E-3,-1.603474026E-3,3.817795368E-4
2.385078078E0,-3.359660041E-3,-1.603474026E-3,9.926267667E-4
2.387563338E0,-2.137965523E-3,-2.825168660E-3,3.817795368E-4
2.390048651E0,-9.162708884E-4,-2.825168660E-3,3.817795368E-4
2.392533911E0,-2.748812549E-3,-3.436015919E-3,-8.399150101E-4
2.395019172E0,3.054236295E-4,-9.926267667E-4,9.926267667E-4
2.397504484E0,-3.054236295E-4,-1.603474026E-3,2.214321401E-3
2.399989744E0,3.054236295E-4,-1.603474026E-3,9.926267667E-4
2.402475005E0,3.054236295E-4,-2.214321401E-3,3.817795368E-4
2.404960317E0,3.054236295E-4,-1.603474026E-3,3.817795368E-4
2.407445578E0,-9.162708884E-4,-9.926267667E-4,-2.290677221E-4
2.409930890E0,-2.137965523E-3,-9.926267667E-4,-1.450762269E-3
2.412416151E0,-2.137965523E-3,-9.926267667E-4,-1.450762269E-3
2.414901411E0,-2.748812549E-3,-1.603474026E-3,9.926267667E-4
2.417386724E0,-2.137965523E-3,-1.603474026E-3,-8.399150101E-4
2.419871984E0,9.162708884E-4,-2.214321401E-3,-8.399150101E-4
2.422357244E0,-2.137965523E-3,-1.603474026E-3,-8.399150101E-4
2.424842557E0,-2.137965523E-3,-1.603474026E-3,3.817795368E-4
2.427327817E0,-9.162708884E-4,-2.214321401E-3,-2.290677221E-4
2.429813078E0,-9.162708884E-4,-1.603474026E-3,-2.290677221E-4
2.432298390E0,-9.162708884E-4,-2.825168660E-3,1.603474026E-3
2.434783651E0,-3.054236295E-4,-3.436015919E-3,9.926267667E-4
2.437268963E0,-2.137965523E-3,-1.603474026E-3,-2.290677221E-4
2.439754224E0,-9.162708884E-4,-2.825168660E-3,9.926267667E-4
2.442239484E0,-9.162708884E-4,-1.603474026E-3,9.926267667E-4
2.444724797E0,-9.162708884E-4,-2.214321401E-3,9.926267667E-4
2.447210057E0,9.926267667E-4,1.527118147E-3,2.290677221E-4
2.449695317E0,-2.290677221E-4,3.054236295E-4,-3.817795368E-4
2.452180630E0,-2.290677221E-4,3.054236295E-4,-9.926267667E-4
2.454665890E0,-2.290677221E-4,3.054236295E-4,-3.817795368E-4
2.457151203E0,-8.399150101E-4,-9.162708884E-4,8.399150101E-4
2.459636463E0,-2.290677221E-4,-9.162708884E-4,8.399150101E-4
2.462121724E0,-8.399150101E-4,9.162708884E-4,8.399150101E-4
2.464607036E0,-8.399150101E-4,3.054236295E-4,2.290677221E-4
2.467092297E0,9.926267667E-4,-3.054236295E-4,8.399150101E-4
2.469577609E0,-2.290677221E-4,9.162708884E-4,8.399150101E-4
2.472062869E0,-2.290677221E-4,-3.054236295E-4,-3.817795368E-4
2.474548130E0,-2.290677221E-4,-3.054236295E-4,-3.817795368E-4
2.477033442E0,-2.290677221E-4,3.054236295E-4,-3.817795368E-4
2.479518703E0,-2.290677221E-4,-3.054236295E-4,-9.926267667E-4
2.482003963E0,3.817795368E-4,3.054236295E-4,-9.926267667E-4
2.484489276E0,-2.290677221E-4,-3.054236295E-4,2.290677221E-4
2.486974536E0,-1.450762269E-3,2.137965523E-3,1.450762269E-3
2.489459849E0,-1.450762269E-3,1.527118147E-3,8.399150101E-4
2.491945109E0,9.926267667E-4,3.054236295E-4,-3.817795368E-4
2.494430369E0,3.817795368E-4,3.054236295E-4,2.290677221E-4
2.496915682E0,1.603474026E-3,3.054236295E-4,2.290677221E-4
2.499400942E0,9.926267667E-4,9.162708884E-4,-9.926267667E-4
2.501886203E0,2.214321401E-3,-9.162708884E-4,2.290677221E-4
2.504371515E0,3.817795368E-4,-9.162708884E-4,8.399150101E-4
2.506856776E0,9.926267667E-4,-3.054236295E-4,-9.926267667E-4
2.509342088E0,1.603474026E-3,-3.054236295E-4,2.290677221E-4
2.511827349E0,2.825168660E-3,-3.054236295E-4,2.290677221E-4
2.514312609E0,2.214321401E-3,9.162708884E-4,-3.817795368E-4
2.516797922E0,9.926267667E-4,3.054236295E-4,2.290677221E-4
2.519283182E0,1.603474026E-3,9.162708884E-4,2.290677221E-4
2.521768494E0,9.926267667E-4,3.054236295E-4,1.450762269E-3
2.524253755E0,-2.061609412E-3,-1.527118147E-3,-9.926267667E-4
2.526739015E0,-4.504998680E-3,-5.192201585E-3,-2.214321401E-3
2.529224328E0,-1.244601328E-2,-1.374406368E-2,-9.926267667E-4
2.531709588E0,-1.977618039E-2,-2.168507688E-2,-1.603474026E-3
2.534194849E0,-3.138227761E-2,-3.023693897E-2,-1.603474026E-3
2.536680161E0,-3.504735976E-2,-4.062134400E-2,-3.436015919E-3
2.539165422E0,-3.749075159E-2,-4.672981426E-2,-1.603474026E-3
2.541650734E0,-3.810159862E-2,-4.917320609E-2,-1.603474026E-3
2.544135994E0,-3.382566571E-2,-4.611896724E-2,-2.825168660E-3
2.546621255E0,-2.588465251E-2,-4.001049697E-2,-2.214321401E-3
2.549106567E0,-1.672194339E-2,-2.962609194E-2,-1.603474026E-3
2.551591828E0,-1.061347127E-2,-1.679829881E-2,-2.825168660E-3
2.554077140E0,-3.283303929E-3,-5.803049076E-3,-2.825168660E-3
2.556562401E0,-7.635590737E-4,3.970507067E-3,-1.603474026E-3
2.559047661E0,1.679830020E-3,1.076618303E-2,-2.825168660E-3
2.561532974E0,-7.635590737E-4,1.015533600E-2,-9.926267667E-4
2.564018234E0,-1.985253533E-3,1.137703005E-2,-2.214321401E-3
2.566503494E0,-6.872031838E-3,6.566607859E-3,-2.214321401E-3
2.568988807E0,-1.107160654E-2,2.901524538E-3,-2.214321401E-3
2.571474067E0,-1.046075951E-2,-1.527118147E-4,-3.436015919E-3
2.573959380E0,-9.849912487E-3,-3.206948051E-3,-4.046862945E-3
2.576444640E0,-7.406522986E-3,-3.817795310E-3,-2.825168660E-3
2.578929901E0,-6.184828468E-3,-3.817795310E-3,-9.926267667E-4
2.581415213E0,-2.519744914E-3,-1.985253533E-3,-9.926267667E-4
2.583900474E0,-7.635590737E-5,1.679830020E-3,-9.926267667E-4
2.586385786E0,2.977880416E-3,3.512371797E-3,-3.817795368E-4
2.588871047E0,3.588727675E-3,7.788302377E-3,8.399150101E-4
2.591356307E0,6.642963737E-3,1.023169141E-2,-9.926267667E-4
2.593841619E0,9.086352773E-3,1.328592747E-2,-9.926267667E-4
2.596326880E0,1.214058883E-2,1.634016447E-2,-9.926267667E-4
2.598812140E0,1.091889478E-2,1.817270555E-2,-3.817795368E-4
2.601297453E0,1.336228382E-2,2.061609551E-2,1.450762269E-3
2.603782713E0,1.702736691E-2,2.489202656E-2,2.290677221E-4
2.606268026E0,1.947075687E-2,2.672456764E-2,-3.817795368E-4
2.608753286E0,2.008160390E-2,2.977880463E-2,-1.603474026E-3
2.611238547E0,2.008160390E-2,3.283303976E-2,8.399150101E-4
2.613723859E0,2.252499200E-2,3.344388679E-2,2.290677221E-4
2.616209119E0,2.191414498E-2,3.466558084E-2,1.450762269E-3
2.618694432E0,2.130329795E-2,3.527642787E-2,-3.817795368E-4
2.621179692E0,2.008160390E-2,3.405473381E-2,-3.817795368E-4
2.623664953E0,1.947075687E-2,3.405473381E-2,-3.817795368E-4
2.626150265E0,2.191414498E-2,3.344388679E-2,2.290677221E-4
2.628635526E0,2.252499200E-2,3.710897267E-2,8.399150101E-4
2.631120838E0,2.374668792E-2,3.771981969E-2,2.290677221E-4
2.633606099E0,2.374668792E-2,4.077405483E-2,2.290677221E-4
2.636091359E0,2.191414498E-2,4.382828996E-2,-9.926267667E-4
2.638576672E0,2.008160390E-2,4.260659590E-2,-9.926267667E-4
2.641061932E0,1.702736691E-2,3.649812192E-2,-3.817795368E-4
2.643547244E0,1.336228382E-2,2.855710872E-2,2.290677221E-4
2.646032505E0,7.864658721E-3,1.756185852E-2,2.290677221E-4
2.648517765E0,2.977880416E-3,2.901524538E-3,1.450762269E-3
2.651003078E0,1.145338640E-3,-1.664558798E-2,6.948387716E-3
2.653488338E0,-1.908897655E-3,-3.497100621E-2,3.894151188E-3
2.655973599E0,-1.908897655E-3,-3.802524135E-2,8.399150101E-4
2.658458911E0,1.756185899E-3,-3.008422814E-2,3.894151188E-3
2.660944172E0,3.588727675E-3,-1.969982497E-2,1.450762269E-3
2.663429484E0,1.756185899E-3,-1.175880991E-2,1.450762269E-3
2.665914744E0,-1.298050396E-3,-8.704573847E-3,2.061609412E-3
2.668400005E0,-6.184828468E-3,-7.482878864E-3,1.450762269E-3
2.670885317E0,-9.849912487E-3,-8.704573847E-3,1.450762269E-3
2.673370578E0,-1.107160654E-2,-1.664558798E-2,8.399150101E-4
2.675855890E0,-1.351499557E-2,-2.275406010E-2,2.290677221E-4
2.678341151E0,-1.351499557E-2,-2.580829710E-2,8.399150101E-4
2.680826411E0,-1.290414855E-2,-2.947338112E-2,1.450762269E-3
2.683311724E0,-1.168245357E-2,-2.947338112E-2,2.290677221E-4
2.685796984E0,-1.107160654E-2,-2.397575416E-2,-3.817795368E-4
2.688282297E0,-9.849912487E-3,-1.786728203E-2,8.399150101E-4
2.690767557E0,-6.795675959E-3,-1.175880991E-2,2.290677221E-4
2.693252817E0,-2.519744914E-3,-4.428642802E-3,2.290677221E-4
2.695738130E0,1.756185899E-3,2.290677279E-3,-3.817795368E-4
2.698223390E0,2.977880416E-3,4.734066315E-3,2.290677221E-4
2.700708703E0,4.199574701E-3,1.023169141E-2,8.399150101E-4
2.703193963E0,4.810422193E-3,8.399149403E-3,1.450762269E-3
2.705679224E0,6.032116711E-3,5.955760833E-3,8.399150101E-4
2.708164536E0,7.864658721E-3,3.512371797E-3,2.290677221E-4
2.710649797E0,4.810422193E-3,-1.527118147E-4,2.290677221E-4
2.713135109E0,1.756185899E-3,-2.596100792E-3,2.290677221E-4
2.715620369E0,-6.872031372E-4,-5.039489828E-3,1.450762269E-3
2.718105630E0,-6.872031372E-4,-4.428642802E-3,2.290677221E-4
2.720590942E0,-6.872031372E-4,-6.872031838E-3,8.399150101E-4
2.723076203E0,-2.519744914E-3,-5.650337320E-3,1.450762269E-3
2.725561515E0,-1.298050396E-3,-4.428642802E-3,1.450762269E-3
2.728046776E0,-7.635590737E-5,-4.428642802E-3,2.290677221E-4
2.730532036E0,2.367033157E-3,-2.596100792E-3,2.290677221E-4
2.733017349E0,2.977880416E-3,-2.596100792E-3,-3.817795368E-4
2.735502609E0,4.199574701E-3,-1.527118147E-4,2.290677221E-4
2.737987922E0,3.588727675E-3,2.290677279E-3,1.450762269E-3
2.740473182E0,1.756185899E-3,1.068982761E-3,-9.926267667E-4
2.742958442E0,-1.298050396E-3,-2.596100792E-3,-9.926267667E-4
2.745443755E0,-8.017370477E-3,-9.926267900E-3,1.450762269E-3
2.747929015E0,-1.412584260E-2,-1.725643501E-2,2.290677221E-4
2.750414328E0,-1.656923257E-2,-2.580829710E-2,-9.926267667E-4
2.752899588E0,-1.901262067E-2,-3.436015919E-2,-1.603474026E-3
2.755384849E0,-2.023431472E-2,-3.985778242E-2,-9.926267667E-4
2.757870161E0,-1.656923257E-2,-4.046862945E-2,2.290677221E-4
2.760355422E0,-1.473669056E-2,-4.291202128E-2,1.450762269E-3
2.762840734E0,-1.229330152E-2,-3.863608837E-2,8.399150101E-4
2.765325994E0,-7.406522986E-3,-3.252761811E-2,2.061609412E-3
2.767811255E0,-1.908897655E-3,-2.458660305E-2,2.061609412E-3
2.770296567E0,2.367033157E-3,-1.969982497E-2,8.399150101E-4
2.772781828E0,6.642963737E-3,-1.542389300E-2,2.290677221E-4
2.775267140E0,9.697199799E-3,-1.298050396E-2,-3.817795368E-4
2.777752401E0,1.336228382E-2,-1.175880991E-2,2.290677221E-4
2.780237713E0,1.580567285E-2,-1.542389300E-2,2.290677221E-4
2.782722974E0,1.824906096E-2,-1.420219894E-2,1.450762269E-3
2.785208234E0,2.008160390E-2,-1.298050396E-2,2.290677221E-4
2.787693547E0,2.557922900E-2,-8.704573847E-3,1.450762269E-3
2.790178807E0,2.802261710E-2,-1.527118147E-4,1.450762269E-3
2.792664119E0,2.985516004E-2,1.145338640E-2,1.450762269E-3
2.795149380E0,3.107685409E-2,2.305948362E-2,8.399150101E-4
2.797634640E0,3.046600707E-2,3.344388679E-2,1.450762269E-3
2.800119953E0,2.741177008E-2,3.955236077E-2,2.672456671E-3
2.802605213E0,2.741177008E-2,4.260659590E-2,8.399150101E-4
2.805090526E0,2.741177008E-2,4.321744293E-2,2.061609412E-3
2.807575786E0,2.374668792E-2,4.260659590E-2,3.283303929E-3
2.810061047E0,1.824906096E-2,3.955236077E-2,2.061609412E-3
2.812546359E0,1.397313084E-2,3.894151375E-2,2.061609412E-3
2.815031619E0,1.030804776E-2,4.016320780E-2,8.399150101E-4
2.817516932E0,6.032116711E-3,4.016320780E-2,1.450762269E-3
2.820002192E0,4.810422193E-3,4.016320780E-2,2.061609412E-3
2.822487453E0,2.367033157E-3,3.955236077E-2,2.061609412E-3
2.824972765E0,1.145338640E-3,3.833066672E-2,2.672456671E-3
2.827458026E0,-1.908897655E-3,3.344388679E-2,2.290677221E-4
2.829943338E0,-7.635590737E-5,2.855710872E-2,1.450762269E-3
2.832428599E0,-1.298050396E-3,2.244863659E-2,8.399150101E-4
2.834913911E0,-1.298050396E-3,1.389677543E-2,-2.825168660E-3
2.837399172E0,-6.795675959E-3,5.955760833E-3,-3.817795368E-4
2.839884432E0,-1.351499557E-2,4.581354442E-4,2.672456671E-3
2.842369744E0,-1.718007959E-2,-4.428642802E-3,-1.603474026E-3
2.844855005E0,-2.084516361E-2,-8.093725890E-3,-3.817795368E-4
2.847340317E0,-2.023431472E-2,-9.926267900E-3,2.061609412E-3
2.849825578E0,-1.779092662E-2,-6.872031838E-3,2.290677221E-4
2.852310838E0,-1.229330152E-2,-7.482878864E-3,-3.436015919E-3
2.854796151E0,-8.628217503E-3,-5.039489828E-3,-9.926267667E-4
2.857281411E0,-6.795675959E-3,-1.374406274E-3,-3.817795368E-4
2.859766724E0,-3.130592173E-3,1.068982761E-3,-9.926267667E-4
2.862251984E0,-1.908897655E-3,3.512371797E-3,-3.817795368E-4
2.864737244E0,-6.872031372E-4,6.566607859E-3,-1.603474026E-3
2.867222557E0,-6.872031372E-4,7.788302377E-3,-9.926267667E-4
2.869707817E0,-7.635590737E-5,4.734066315E-3,-9.926267667E-4
2.872193130E0,-6.872031372E-4,1.068982761E-3,8.399150101E-4
2.874678390E0,-6.872031372E-4,-3.817795310E-3,8.399150101E-4
2.877163703E0,-1.298050396E-3,-8.704573847E-3,-1.603474026E-3
2.879648963E0,-7.635590737E-5,-1.236965694E-2,2.290677221E-4
2.882134224E0,1.145338640E-3,-1.236965694E-2,-9.926267667E-4
2.884619536E0,1.145338640E-3,-1.175880991E-2,-3.817795368E-4
2.887104797E0,3.588727675E-3,-8.093725890E-3,2.290677221E-4
2.889590109E0,2.367033157E-3,-4.428642802E-3,-3.817795368E-4
2.892075369E0,2.367033157E-3,-3.206948051E-3,-9.926267667E-4
2.894560682E0,3.588727675E-3,-7.635590737E-4,8.399150101E-4
2.897045942E0,4.810422193E-3,-7.635590737E-4,2.290677221E-4
2.899531203E0,4.810422193E-3,-7.635590737E-4,8.399150101E-4
2.902016515E0,3.588727675E-3,-3.817795310E-3,-3.817795368E-4
2.904501776E0,6.032116711E-3,-5.650337320E-3,2.290677221E-4
2.906987088E0,7.864658721E-3,-6.872031838E-3,2.061609412E-3
2.909472349E0,7.253811229E-3,-8.704573847E-3,2.061609412E-3
2.911957609E0,7.864658721E-3,-8.093725890E-3,8.399150101E-4
2.914442922E0,8.475505747E-3,-7.482878864E-3,8.399150101E-4
2.916928182E0,8.475505747E-3,-7.482878864E-3,2.290677221E-4
2.919413494E0,1.030804776E-2,-5.039489828E-3,2.290677221E-4
2.921898755E0,1.030804776E-2,-2.596100792E-3,-3.817795368E-4
2.924384015E0,1.030804776E-2,-7.635590737E-4,-3.817795368E-4
2.926869328E0,1.091889478E-2,3.512371797E-3,2.290677221E-4
2.929354588E0,1.091889478E-2,3.512371797E-3,2.290677221E-4
2.931839901E0,1.030804776E-2,4.734066315E-3,-3.817795368E-4
2.934325161E0,7.864658721E-3,5.344913341E-3,-3.817795368E-4
2.936810474E0,4.810422193E-3,5.344913341E-3,2.290677221E-4
2.939295734E0,2.977880416E-3,4.123218823E-3,2.290677221E-4
2.941780994E0,1.145338640E-3,2.901524538E-3,-9.926267667E-4
2.944266307E0,1.145338640E-3,1.679830020E-3,2.290677221E-4
2.946751567E0,1.145338640E-3,-1.985253533E-3,2.290677221E-4
2.949236880E0,3.588727675E-3,-2.596100792E-3,2.290677221E-4
2.951722140E0,2.367033157E-3,-4.428642802E-3,2.290677221E-4
2.954207401E0,4.810422193E-3,-3.206948051E-3,-9.926267667E-4
2.956692713E0,3.588727675E-3,-1.374406274E-3,2.290677221E-4
2.959177974E0,6.032116711E-3,-1.527118147E-4,-3.817795368E-4
2.961663286E0,4.810422193E-3,1.679830020E-3,8.399150101E-4
2.964148547E0,3.588727675E-3,4.734066315E-3,2.290677221E-4
2.966633859E0,4.199574701E-3,2.290677279E-3,-1.603474026E-3
2.969119119E0,4.199574701E-3,-1.374406274E-3,-3.817795368E-4
2.971604432E0,2.977880416E-3,-3.206948051E-3,-9.926267667E-4
2.974089692E0,2.367033157E-3,-3.206948051E-3,-9.926267667E-4
2.976574953E0,2.367033157E-3,-4.428642802E-3,8.399150101E-4
2.979060265E0,4.810422193E-3,-4.428642802E-3,2.290677221E-4
2.981545526E0,3.588727675E-3,-5.039489828E-3,2.061609412E-3
2.984030838E0,4.810422193E-3,-4.428642802E-3,8.399150101E-4
2.986516099E0,4.199574701E-3,-3.817795310E-3,-3.817795368E-4
2.989001411E0,1.756185899E-3,-5.650337320E-3,2.290677221E-4
2.991486672E0,-6.872031372E-4,-8.093725890E-3,-3.817795368E-4
2.993971932E0,-6.184828468E-3,-1.298050396E-2,-3.817795368E-4
2.996457244E0,-8.628217503E-3,-1.725643501E-2,8.399150101E-4
2.998942505E0,-1.107160654E-2,-2.336490713E-2,-1.603474026E-3
3.001427817E0,-1.351499557E-2,-2.825168520E-2,-9.926267667E-4
3.003913078E0,-1.718007959E-2,-3.069507517E-2,-1.603474026E-3
3.006398390E0,-1.840177365E-2,-3.008422814E-2,-9.926267667E-4
3.008883651E0,-2.206685767E-2,-3.008422814E-2,-2.214321401E-3
3.011368911E0,-2.634278871E-2,-2.825168520E-2,-1.603474026E-3
3.013854224E0,-2.939702384E-2,-2.397575416E-2,-2.825168660E-3
3.016339484E0,-3.245126083E-2,-2.336490713E-2,-1.603474026E-3
3.018824797E0,-3.550549597E-2,-2.886253223E-2,-2.825168660E-3
3.021310057E0,-3.855973482E-2,-3.497100621E-2,-2.825168660E-3
3.023795317E0,-4.466820508E-2,-4.474456236E-2,-2.825168660E-3
3.026280630E0,-4.894413799E-2,-5.573981255E-2,-2.825168660E-3
3.028765890E0,-5.505260825E-2,-6.795676053E-2,-2.825168660E-3
3.031251203E0,-6.055023521E-2,-8.017370105E-2,-3.436015919E-3
3.033736463E0,-6.604786217E-2,-8.689302206E-2,-4.046862945E-3
3.036221776E0,-7.215633243E-2,-9.300149232E-2,-3.436015919E-3
3.038707036E0,-7.398887724E-2,-9.666658193E-2,-3.436015919E-3
3.041192297E0,-7.337802649E-2,-9.361234307E-2,-3.436015919E-3
3.043677609E0,-7.093463838E-2,-9.116895497E-2,-3.436015919E-3
3.046162869E0,-6.726955622E-2,-8.933641016E-2,-4.046862945E-3
3.048648182E0,-6.116108224E-2,-8.689302206E-2,-5.268557463E-3
3.051133442E0,-5.871769413E-2,-8.444963396E-2,-4.657710437E-3
3.053618755E0,-5.688514933E-2,-7.956285775E-2,-3.436015919E-3
3.056104015E0,-5.138752609E-2,-7.528692484E-2,-2.825168660E-3
3.058589276E0,-4.527905211E-2,-6.917845458E-2,-4.657710437E-3
3.061074588E0,-4.161396995E-2,-6.490252167E-2,-4.657710437E-3
3.063559849E0,-3.489464894E-2,-6.001574174E-2,-5.268557463E-3
3.066045161E0,-3.428380191E-2,-5.635065958E-2,-5.268557463E-3
3.068530422E0,-3.061871976E-2,-5.512896553E-2,-5.879404955E-3
3.071015734E0,-2.878617682E-2,-5.329642445E-2,-5.268557463E-3
3.073500994E0,-2.695363574E-2,-5.085303262E-2,-4.046862945E-3
3.075986255E0,-2.451024577E-2,-4.902049154E-2,-4.046862945E-3
3.078471567E0,-2.267770469E-2,-4.779879749E-2,-4.657710437E-3
3.080956828E0,-2.145601064E-2,-4.291202128E-2,-5.879404955E-3
3.083442140E0,-1.901262067E-2,-3.924693540E-2,-4.046862945E-3
3.085927401E0,-2.023431472E-2,-3.680354729E-2,-4.657710437E-3
3.088412661E0,-1.779092662E-2,-3.008422814E-2,-4.046862945E-3
3.090897974E0,-1.412584260E-2,-2.458660305E-2,-5.268557463E-3
3.093383234E0,-1.046075951E-2,-2.031067200E-2,-5.268557463E-3
3.095868547E0,-7.406522986E-3,-1.359135192E-2,-6.490251981E-3
3.098353807E0,-4.352286924E-3,-7.482878864E-3,-7.101099472E-3
3.100839119E0,-4.963133950E-3,-1.985253533E-3,-5.268557463E-3
3.103324380E0,-1.908897655E-3,4.581354442E-4,-7.101099472E-3
3.105809692E0,-7.635590737E-5,1.679830020E-3,-8.322793990E-3
3.108294953E0,1.756185899E-3,2.901524538E-3,-8.322793990E-3
